scientificNameID,scientificName,scientificNameAuthorship,genericName,infragenericEpithet,specificEpithet,infraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,verbatimIdentification,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B967:1:1,Leuctra,,,,,,genus,,B967:1,accepted,,,,,,,,,,,Leuctra,,,Leuctra,8MRN5,10278948,8MRN5,10278948
B967:1:2,"Leuctra geniculata (Stephens, 1836)","(Stephens, 1836)",Leuctra,,geniculata,,species,,B967:1,accepted,,,B967:1:1,Leuctra,,,,,,,Leuctra,,Leuctra,"geniculata (Stephens, 1836)",6PVS3,2001671,6PVS3,2001671
B967:1:3,"Leuctra fusca (Linnaeus, 1758)","(Linnaeus, 1758)",Leuctra,,fusca,,species,,B967:1,accepted,,,B967:1:1,Leuctra,,,,,,,Leuctra,,Leuctra,"fusca (Linnaeus, 1758)",6Q7S6,2001954,6Q7S6,2001954
B967:1:4,"Leuctra nigra (Olivier, 1811)","(Olivier, 1811)",Leuctra,,nigra,,species,,B967:1,accepted,,,B967:1:1,Leuctra,,,,,,,Leuctra,,Leuctra,"nigra (Olivier, 1811)",7283H,2001985,7283H,2001985
B967:1:5,"Leuctra hippopus (Kempny, 1898)","(Kempny, 1898)",Leuctra,,hippopus,,species,,B967:1,accepted,,,B967:1:1,Leuctra,,,,,,,Leuctra,,Leuctra,"hippopus (Kempny, 1898)",6Q83S,2001976,6Q83S,2001976
B967:1:6,Amphinemura,,,,,,genus,,B967:1,accepted,,,,,,,,,,,Amphinemura,,,Amphinemura,8MPZP,11322279,8MPZP,11322279
B967:1:7,"Amphinemura standfussi (Ris, 1902)","(Ris, 1902)",Amphinemura,,standfussi,,species,,B967:1,accepted,,,B967:1:6,Amphinemura,,,,,,,Amphinemura,,Amphinemura,"standfussi (Ris, 1902)",66G66,2003049,66G66,2003049
B967:1:8,"Amphinemura sulcicollis (Stephens, 1836)","(Stephens, 1836)",Amphinemura,,sulcicollis,,species,,B967:1,accepted,,,B967:1:6,Amphinemura,,,,,,,Amphinemura,,Amphinemura,"sulcicollis (Stephens, 1836)",D3XH,2002879,D3XH,2002879
B967:1:9,Protonemura,,,,,,genus,,B967:1,accepted,,,,,,,,,,,Protonemura,,,Protonemura,8MTRH,2003179,8MTRH,2003179
B967:1:10,"Protonemura praecox (Morton, 1894)","(Morton, 1894)",Protonemura,,praecox,,species,,B967:1,accepted,,,B967:1:9,Protonemura,,,,,,,Protonemura,,Protonemura,"praecox (Morton, 1894)",6VYHL,2003270,6VYHL,2003270
B967:1:11,"Protonemura nitida (Pictet, 1835)","(Pictet, 1835)",Protonemura,,nitida,,species,,B967:1,accepted,,,B967:1:9,Protonemura,,,,,,,Protonemura,,Protonemura,"nitida (Pictet, 1835)",77YHF,2003325,77YHF,2003325
B967:1:12,"Protonemura risi (Jacobson & Bianchi, 1905)","(Jacobson & Bianchi, 1905)",Protonemura,,risi,,species,,B967:1,accepted,,,B967:1:9,Protonemura,,,,,,,Protonemura,,Protonemura,"risi (Jacobson & Bianchi, 1905)",77YFN,2003247,77YFN,2003247
B967:1:13,"Protonemura intricata (Ris, 1902)","(Ris, 1902)",Protonemura,,intricata,,species,,B967:1,accepted,,,B967:1:9,Protonemura,,,,,,,Protonemura,,Protonemura,"intricata (Ris, 1902)",4N6CL,2003288,4N6CL,2003288
