scientificNameID,scientificName,scientificNameAuthorship,genericName,infragenericEpithet,specificEpithet,infraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,verbatimIdentification,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B2375:2:1,Tingididae,,,,,,family,,B2375:2,accepted,,,,,,,,,Tingididae,,,,,Tingidides,,4289967,,7899
B2375:2:2,Piesmini,,,,,,tribe,,B2375:2,accepted,,,B2375:2:1,Tingididae,,,,,Tingididae,,,,Tingididae,Piesmini,,,,
B2375:2:3,Piesma Lep. & S.,Lep. & S.,,,,,genus,,B2375:2,accepted,,,B2375:2:2,Piesmini,,,,,Tingididae,,Piesma,,Tingididae | Piesmini,Piesma Lep. & S.,8NWWC,2008264,8NWWC,2008264
B2375:2:4,Piesma quadrata Fieb.,Fieb.,Piesma,,quadrata,,species,,B2375:2,accepted,,,B2375:2:3,Piesma Lep. & S.,,,,,Tingididae,,Piesma,,Tingididae | Piesmini | Piesma,quadrata Fieb.,BWHQF,4309161,8PGND,4485681
B2375:2:5,Piesma maculata Lap.,Lap.,Piesma,,maculata,,species,,B2375:2,accepted,,,B2375:2:3,Piesma Lep. & S.,,,,,Tingididae,,Piesma,,Tingididae | Piesmini | Piesma,maculata Lap.,8PHNL,4485667,8PHNL,4485667
B2375:2:6,Tingidini,,,,,,tribe,,B2375:2,accepted,,,B2375:2:1,Tingididae,,,,,Tingididae,,,,Tingididae,Tingidini,,,,
B2375:2:7,Cantacaderina,,,,,,subtribe,,B2375:2,accepted,,,B2375:2:6,Tingidini,,,,,Tingididae,,,,Tingididae | Tingidini,Cantacaderaria,,,,
B2375:2:8,Cantacader Am. & S.,Am. & S.,,,,,genus,,B2375:2,accepted,,,B2375:2:7,Cantacaderina,,,,,Tingididae,,Cantacader,,Tingididae | Tingidini | Cantacaderina,Cantacader Am. & S.,C95CZ,3265774,C95CZ,3265774
B2375:2:9,Cantacader quadricornis Lep.,Lep.,Cantacader,,quadricornis,,species,,B2375:2,accepted,,,B2375:2:8,Cantacader Am. & S.,,,,,Tingididae,,Cantacader,,Tingididae | Tingidini | Cantacaderina | Cantacader,quadricornis Lep.,QMH3,4488850,QMH3,4488850
B2375:2:10,Serenthiina,,,,,,subtribe,,B2375:2,accepted,,,B2375:2:6,Tingidini,,,,,Tingididae,,,,Tingididae | Tingidini,Serenthiaria,,,,
