scientificNameID,scientificName,scientificNameAuthorship,genericName,intragenericEpithet,specificEpithet,intraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,verbatimIdentification,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B944:1:1,Heteroptera,,,,,,order,,B944:1,accepted,,,,,,,,Heteroptera,,,,,,Heteroptera,,3264953,,1588281
B944:1:2,Gerridae,,,,,,family,,B944:1,accepted,,,B944:1:1,Heteroptera,,,,Heteroptera,Gerridae,,,,Heteroptera,Gerridae,623FR,7881,623FR,7881
B944:1:3,Aquarius,,,,,,genus,,B944:1,accepted,,,B944:1:2,Gerridae,,,,Heteroptera,Gerridae,,Aquarius,,Heteroptera | Gerridae,Aquarius,ZH4,2020415,ZH4,2020415
B944:1:4,Aquarius najas,,Aquarius,,najas,,species,,B944:1,accepted,,,B944:1:3,Aquarius,,,,Heteroptera,Gerridae,,Aquarius,,Heteroptera | Gerridae | Aquarius,Aquarius najas,FZJB,5866107,FZJB,5866107
B944:1:5,Aquarius paludum,,Aquarius,,paludum,,species,,B944:1,accepted,,,B944:1:3,Aquarius,,,,Heteroptera,Gerridae,,Aquarius,,Heteroptera | Gerridae | Aquarius,Aquarius paludum,67QDV,5866108,67QDV,5866108
B944:1:6,Gerris,,,,,,genus,,B944:1,accepted,,,B944:1:2,Gerridae,,,,Heteroptera,Gerridae,,Gerris,,Heteroptera | Gerridae,Gerris,4N84,2008636,4N84,2008636
B944:1:7,Gerris argentatus,,Gerris,,argentatus,,species,,B944:1,accepted,,,B944:1:6,Gerris,,,,Heteroptera,Gerridae,,Gerris,,Heteroptera | Gerridae | Gerris,Gerris argentatus,7V545,5758660,7V545,5758660
B944:1:8,Gerris gibbifer,,Gerris,,gibbifer,,species,,B944:1,accepted,,,B944:1:6,Gerris,,,,Heteroptera,Gerridae,,Gerris,,Heteroptera | Gerridae | Gerris,Gerris gibbifer,7V54H,5758659,7V54H,5758659
B944:1:9,Gerris lacustris,,Gerris,,lacustris,,species,,B944:1,accepted,,,B944:1:6,Gerris,,,,Heteroptera,Gerridae,,Gerris,,Heteroptera | Gerridae | Gerris,Gerris lacustris,7V54Q,5154105,7V54Q,5154105
B944:1:10,Gerris lateralis,,Gerris,,lateralis,,species,,B944:1,accepted,,,B944:1:6,Gerris,,,,Heteroptera,Gerridae,,Gerris,,Heteroptera | Gerridae | Gerris,Gerris lateralis,7V55B,5758665,7V55B,5758665
B944:1:11,Gerris odontogaster,,Gerris,,odontogaster,,species,,B944:1,accepted,,,B944:1:6,Gerris,,,,Heteroptera,Gerridae,,Gerris,,Heteroptera | Gerridae | Gerris,Gerris odontogaster,7V54X,5758658,7V54X,5758658
B944:1:12,Gerris thoracicus,,Gerris,,thoracicus,,species,,B944:1,accepted,,,B944:1:6,Gerris,,,,Heteroptera,Gerridae,,Gerris,,Heteroptera | Gerridae | Gerris,Gerris thoracicus,7V554,5758661,7V554,5758661
B944:1:13,Limnoporus,,,,,,genus,,B944:1,accepted,,,B944:1:2,Gerridae,,,,Heteroptera,Gerridae,,Limnoporus,,Heteroptera | Gerridae,Limnoporus,62YMD,2020446,62YMD,2020446
B944:1:14,Limnoporus rufoscutellatus,,Limnoporus,,rufoscutellatus,,species,,B944:1,accepted,,,B944:1:13,Limnoporus,,,,Heteroptera,Gerridae,,Limnoporus,,Heteroptera | Gerridae | Limnoporus,Limnoporus rufoscutellatus,6QCKK,2020450,6QCKK,2020450
B944:1:15,Hebridae,,,,,,family,,B944:1,accepted,,,B944:1:1,Heteroptera,,,,Heteroptera,Hebridae,,,,Heteroptera,Hebridae,6252Q,4312,6252Q,4312
B944:1:16,Hebrus,,,,,,genus,,B944:1,accepted,,,B944:1:15,Hebridae,,,,Heteroptera,Hebridae,,Hebrus,,Heteroptera | Hebridae,Hebrus,635VT,2020320,635VT,2020320
