scientificNameID,scientificName,scientificNameAuthorship,genericName,infragenericEpithet,specificEpithet,infraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,verbatimIdentification,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B31:1:1,Ephemeroptera,,,,,,order,,B31:1,accepted,,,,,,,,Ephemeroptera,,,,,,EPHEMEROPTERA,372,1225,372,1225
B31:1:2,Siphlonuridae,,,,,,family,,B31:1,accepted,,,B31:1:1,Ephemeroptera,,,,Ephemeroptera,Siphlonuridae,,,,Ephemeroptera,SIPHLONURIDAE,GBG,7866,GBG,7866
B31:1:3,"Siphlonurus Eaton, 1868","Eaton, 1868",,,,,genus,,B31:1,accepted,,,B31:1:2,Siphlonuridae,,,,Ephemeroptera,Siphlonuridae,,Siphlonurus,,Ephemeroptera | Siphlonuridae,"SIPHLONURUS Eaton, 1868",CC3JJ,1407116,CC3JJ,1407116
B31:1:4,"Siphlonurus armatus Eaton, 1870","Eaton, 1870",Siphlonurus,,armatus,,species,,B31:1,accepted,,,B31:1:3,"Siphlonurus Eaton, 1868",,,,Ephemeroptera,Siphlonuridae,,Siphlonurus,,Ephemeroptera | Siphlonuridae | Siphlonurus,"armatus Eaton, 1870",6YR34,4481035,6YR34,4481035
B31:1:5,"Siphlonurus lacustris Eaton, 1870","Eaton, 1870",Siphlonurus,,lacustris,,species,,B31:1,accepted,,,B31:1:3,"Siphlonurus Eaton, 1868",,,,Ephemeroptera,Siphlonuridae,,Siphlonurus,,Ephemeroptera | Siphlonuridae | Siphlonurus,"lacustris Eaton, 1870",4XNGS,4481038,4XNGS,4481038
B31:1:6,"Siphlonurus alternatus (Say, 1824)","(Say, 1824)",Siphlonurus,,alternatus,,species,,B31:1,accepted,,,B31:1:3,"Siphlonurus Eaton, 1868",,,,Ephemeroptera,Siphlonuridae,,Siphlonurus,,Ephemeroptera | Siphlonuridae | Siphlonurus,"alternatus (Say, 1824)",4XNG9,1407136,4XNG9,1407136
B31:1:7,"Ameletus Eaton, 1885","Eaton, 1885",,,,,genus,,B31:1,accepted,,,B31:1:2,Siphlonuridae,,,,Ephemeroptera,Siphlonuridae,,Ameletus,,Ephemeroptera | Siphlonuridae,"AMELETUS Eaton, 1885",C8TLP,1407481,C8TLP,1407481
B31:1:8,"Ameletus inopinatus Eaton, 1887","Eaton, 1887",Ameletus,,inopinatus,,species,,B31:1,accepted,,,B31:1:7,"Ameletus Eaton, 1885",,,,Ephemeroptera,Siphlonuridae,,Ameletus,,Ephemeroptera | Siphlonuridae | Ameletus,"inopinatus Eaton, 1887",CQSK,1407518,CQSK,1407518
B31:1:9,Baetidae,,,,,,family,,B31:1,accepted,,,B31:1:1,Ephemeroptera,,,,Ephemeroptera,Baetidae,,,,Ephemeroptera,BAETIDAE,6ZG,7865,6ZG,7865
B31:1:10,"Baetis Leach, 1815","Leach, 1815",,,,,genus,,B31:1,accepted,,,B31:1:9,Baetidae,,,,Ephemeroptera,Baetidae,,Baetis,,Ephemeroptera | Baetidae,"BAETIS Leach, 1815",C94P8,1407108,C94P8,1407108
B31:1:11,"Baetis fuscatus (Linnaeus, 1761)","(Linnaeus, 1761)",Baetis,,fuscatus,,species,,B31:1,accepted,,,B31:1:10,"Baetis Leach, 1815",,,,Ephemeroptera,Baetidae,,Baetis,,Ephemeroptera | Baetidae | Baetis,"fuscatus (Linnaeus, 1761)",68C2P,4481156,68C2P,4481156
B31:1:12,"Baetis scambus Eaton, 1870","Eaton, 1870",Baetis,,scambus,,species,,B31:1,accepted,,,B31:1:10,"Baetis Leach, 1815",,,,Ephemeroptera,Baetidae,,Baetis,,Ephemeroptera | Baetidae | Baetis,"scambus Eaton, 1870",KD2Q,4481160,KD2Q,4481160
B31:1:13,"Baetis vernus Curtis, 1834","Curtis, 1834",Baetis,,vernus,,species,,B31:1,accepted,,,B31:1:10,"Baetis Leach, 1815",,,,Ephemeroptera,Baetidae,,Baetis,,Ephemeroptera | Baetidae | Baetis,"vernus Curtis, 1834",KD3P,4481086,KD3P,4481086
B31:1:14,"Baetis buceratus Eaton, 1870","Eaton, 1870",Baetis,,buceratus,,species,,B31:1,accepted,,,B31:1:10,"Baetis Leach, 1815",,,,Ephemeroptera,Baetidae,,Baetis,,Ephemeroptera | Baetidae | Baetis,"buceratus Eaton, 1870",KCXK,4481148,KCXK,4481148
B31:1:15,"Baetis rhodani (Pictet, 1844)","(Pictet, 1844)",Baetis,,rhodani,,species,,B31:1,accepted,,,B31:1:10,"Baetis Leach, 1815",,,,Ephemeroptera,Baetidae,,Baetis,,Ephemeroptera | Baetidae | Baetis,"rhodani (Pictet, 1844)",KD2J,4481106,KD2J,4481106
B31:1:16,"Baetis atrebatinus Eaton, 1870","Eaton, 1870",Baetis,,atrebatinus,,species,,B31:1,accepted,,,B31:1:10,"Baetis Leach, 1815",,,,Ephemeroptera,Baetidae,,Baetis,,Ephemeroptera | Baetidae | Baetis,"atrebatinus Eaton, 1870",,4481120,,7184552
B31:1:17,"Baetis muticus (Linnaeus, 1758)","(Linnaeus, 1758)",Baetis,,muticus,,species,,B31:1,accepted,,,B31:1:10,"Baetis Leach, 1815",,,,Ephemeroptera,Baetidae,,Baetis,,Ephemeroptera | Baetidae | Baetis,"muticus (Linnaeus, 1758)",,4481093,,6932000
B31:1:18,"Baetis niger (Linnaeus, 1761)","(Linnaeus, 1761)",Baetis,,niger,,species,,B31:1,accepted,,,B31:1:10,"Baetis Leach, 1815",,,,Ephemeroptera,Baetidae,,Baetis,,Ephemeroptera | Baetidae | Baetis,"niger (Linnaeus, 1761)",,4481123,,6932170
B31:1:19,"Baetis digitatus Bengtsson, 1912","Bengtsson, 1912",Baetis,,digitatus,,species,,B31:1,accepted,,,B31:1:10,"Baetis Leach, 1815",,,,Ephemeroptera,Baetidae,,Baetis,,Ephemeroptera | Baetidae | Baetis,"digitatus Bengtsson, 1912",,4481154,,6932171
B31:1:20,"Centroptilum Eaton, 1869","Eaton, 1869",,,,,genus,,B31:1,accepted,,,B31:1:9,Baetidae,,,,Ephemeroptera,Baetidae,,Centroptilum,,Ephemeroptera | Baetidae,"CENTROPTILUM Eaton, 1869",C99QB,1407705,C99QB,1407705
B31:1:21,"Centroptilum luteolum (Müller, 1776)","(Müller, 1776)",Centroptilum,,luteolum,,species,,B31:1,accepted,,,B31:1:20,"Centroptilum Eaton, 1869",,,,Ephemeroptera,Baetidae,,Centroptilum,,Ephemeroptera | Baetidae | Centroptilum,"luteolum (Müller, 1776)",SB6R,4481189,SB6R,4481189
B31:1:22,"Centroptilum pennulatum Eatorn, 1870","Eatorn, 1870",Centroptilum,,pennulatum,,species,,B31:1,accepted,,,B31:1:20,"Centroptilum Eaton, 1869",,,,Ephemeroptera,Baetidae,,Centroptilum,,Ephemeroptera | Baetidae | Centroptilum,"pennulatum Eatorn, 1870",,1407675,,1407673
B31:1:23,"Cloeon Leach, 1815","Leach, 1815",,,,,genus,,B31:1,accepted,,,B31:1:9,Baetidae,,,,Ephemeroptera,Baetidae,,Cloeon,,Ephemeroptera | Baetidae,"CLOEON Leach, 1815",C9DKL,1407878,C9DKL,1407878
B31:1:24,"Cloeon dipterum (Linnaeus, 1761)","(Linnaeus, 1761)",Cloeon,,dipterum,,species,,B31:1,accepted,,,B31:1:23,"Cloeon Leach, 1815",,,,Ephemeroptera,Baetidae,,Cloeon,,Ephemeroptera | Baetidae | Cloeon,"dipterum (Linnaeus, 1761)",5ZC6V,1407879,5ZC6V,1407879
B31:1:25,"Cloeon simile Eaton, 1870","Eaton, 1870",Cloeon,,simile,,species,,B31:1,accepted,,,B31:1:23,"Cloeon Leach, 1815",,,,Ephemeroptera,Baetidae,,Cloeon,,Ephemeroptera | Baetidae | Cloeon,"simile Eaton, 1870",5ZBVV,4481169,5ZBVV,4481169
B31:1:26,"Procloeon Bengtsson, 1915","Bengtsson, 1915",,,,,genus,,B31:1,accepted,,,B31:1:9,Baetidae,,,,Ephemeroptera,Baetidae,,Procloeon,,Ephemeroptera | Baetidae,"PROCLOEON Bengtsson, 1915",CBX2H,1407651,CBX2H,1407651
B31:1:27,"Procloeon bifidum (Bengtsson, 1912)","(Bengtsson, 1912)",Procloeon,,bifidum,,species,,B31:1,accepted,,,B31:1:26,"Procloeon Bengtsson, 1915",,,,Ephemeroptera,Baetidae,,Procloeon,,Ephemeroptera | Baetidae | Procloeon,"bifidum (Bengtsson, 1912)",4MNVT,5757566,4MNVT,5757566
B31:1:28,Heptageniidae,,,,,,family,,B31:1,accepted,,,B31:1:1,Ephemeroptera,,,,Ephemeroptera,Heptageniidae,,,,Ephemeroptera,HEPTAGENIIDAE,624T4,7873,624T4,7873
B31:1:29,"Rhithrogena Eaton, 1881","Eaton, 1881",,,,,genus,,B31:1,accepted,,,B31:1:28,Heptageniidae,,,,Ephemeroptera,Heptageniidae,,Rhithrogena,,Ephemeroptera | Heptageniidae,"RHITHROGENA Eaton, 1881",CBYRY,1408385,CBYRY,1408385
B31:1:30,"Rhithrogena semicolorata (Curtis, 1834)","(Curtis, 1834)",Rhithrogena,,semicolorata,,species,,B31:1,accepted,,,B31:1:29,"Rhithrogena Eaton, 1881",,,,Ephemeroptera,Heptageniidae,,Rhithrogena,,Ephemeroptera | Heptageniidae | Rhithrogena,"semicolorata (Curtis, 1834)",4SBQW,4481359,4SBQW,4481359
