scientificNameID,scientificName,scientificNameAuthorship,genericName,infragenericEpithet,specificEpithet,infraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,verbatimIdentification,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B487:2:1,Formicidae,,,,,,family,,B487:2,accepted,,,,,,,,,Formicidae,,,,,Formicidae,CLRKP,4342,CLRKP,4342
B487:2:2,Myrmicinae,,,,,,subfamily,,B487:2,accepted,,,B487:2:1,Formicidae,,,,,Formicidae,Myrmicinae,,,Formicidae,Myrmicinae,CMD7Z,,CMD7Z,
B487:2:3,Anergates,,,,,,genus,,B487:2,accepted,,,B487:2:2,Myrmicinae,,,,,Formicidae,Myrmicinae,Anergates,,Formicidae | Myrmicinae,Anergates,VZN,1314823,63V54,1314823
B487:2:4,Anergates atratulus,,Anergates,,atratulus,,species,,B487:2,accepted,,,B487:2:3,Anergates,,,,,Formicidae,Myrmicinae,Anergates,,Formicidae | Myrmicinae | Anergates,atratulus,DY5M,1314824,CMV7J,1314824
B487:2:5,Strongylognathus,,,,,,genus,,B487:2,accepted,,,B487:2:2,Myrmicinae,,,,,Formicidae,Myrmicinae,Strongylognathus,,Formicidae | Myrmicinae,Strongylognathus,7PFV,1317667,7PFV,1317667
B487:2:6,Strongylognathus testaceus,,Strongylognathus,,testaceus,,species,,B487:2,accepted,,,B487:2:5,Strongylognathus,,,,,Formicidae,Myrmicinae,Strongylognathus,,Formicidae | Myrmicinae | Strongylognathus,testaceus,534S4,1317691,534S4,1317691
B487:2:7,Solenopsis,,,,,,genus,,B487:2,accepted,,,B487:2:2,Myrmicinae,,,,,Formicidae,Myrmicinae,Solenopsis,,Formicidae | Myrmicinae,Solenopsis,7JFX,9107211,7JFX,9107211
B487:2:8,Solenopsis fugax,,Solenopsis,,fugax,,species,,B487:2,accepted,,,B487:2:7,Solenopsis,,,,,Formicidae,Myrmicinae,Solenopsis,,Formicidae | Myrmicinae | Solenopsis,fugax,4Y6DS,5035204,4Y6DS,5035204
B487:2:9,Myrmecina,,,,,,genus,,B487:2,accepted,,,B487:2:2,Myrmicinae,,,,,Formicidae,Myrmicinae,Myrmecina,,Formicidae | Myrmicinae,Myrmecina,5WLG,1315201,5WLG,1315201
B487:2:10,Myrmecina graminicola,,Myrmecina,,graminicola,,species,,B487:2,accepted,,,B487:2:9,Myrmecina,,,,,Formicidae,Myrmicinae,Myrmecina,,Formicidae | Myrmicinae | Myrmecina,graminicola,73RLM,1315215,73RLM,1315215
B487:2:11,Tetramorium,,,,,,genus,,B487:2,accepted,,,B487:2:2,Myrmicinae,,,,,Formicidae,Myrmicinae,Tetramorium,,Formicidae | Myrmicinae,Tetramorium,63V54,1323128,63V54,1323128
B487:2:12,Tetramorium caespitum,,Tetramorium,,caespitum,,species,,B487:2,accepted,,,B487:2:11,Tetramorium,,,,,Formicidae,Myrmicinae,Tetramorium,,Formicidae | Myrmicinae | Tetramorium,caespitum,55PJV,1323381,55PJV,1323381
B487:2:13,Stenamma,,,,,,genus,,B487:2,accepted,,,B487:2:2,Myrmicinae,,,,,Formicidae,Myrmicinae,Stenamma,,Formicidae | Myrmicinae,Stenamma,7MDH,9138092,7MDH,9138092
