scientificNameID,scientificName,scientificNameAuthorship,genericName,infragenericEpithet,specificEpithet,infraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,verbatimIdentification,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B1629:1:1,"Leptoglossus Guérin-Méneville, 1831","Guérin-Méneville, 1831",,,,,genus,,B1629:1,accepted,,,,,,,,,,,Leptoglossus,,,"Leptoglossus Guérin-Méneville, 1831",8NQVN,2050115,8NQVN,2050115
B1629:1:2,"Leptoglossus clypealis Heidemann, 1910","Heidemann, 1910",Leptoglossus,,clypealis,,species,,B1629:1,accepted,,,B1629:1:1,"Leptoglossus Guérin-Méneville, 1831",,,,,,,Leptoglossus,,Leptoglossus,"Leptoglossus clypealis Heidemann, 1910",3TPT5,5156100,3TPT5,5156100
B1629:1:3,"Leptoglossus occidentalis Heidemann, 1910","Heidemann, 1910",Leptoglossus,,occidentalis,,species,,B1629:1,accepted,,,B1629:1:1,"Leptoglossus Guérin-Méneville, 1831",,,,,,,Leptoglossus,,Leptoglossus,"Leptoglossus occidentalis Heidemann, 1910",6PGH9,5156102,6PGH9,5156102
B1629:1:4,"Leptoglossus corculus (Say, 1832)","(Say, 1832)",Leptoglossus,,corculus,,species,,B1629:1,accepted,,,B1629:1:1,"Leptoglossus Guérin-Méneville, 1831",,,,,,,Leptoglossus,,Leptoglossus,"Leptoglossus corculus (Say, 1832)",6PGFR,5156097,6PGFR,5156097
B1629:1:5,"Leptoglossus gonagra (Fabricius, 1775)","(Fabricius, 1775)",Leptoglossus,,gonagra,,species,,B1629:1,accepted,,,B1629:1:1,"Leptoglossus Guérin-Méneville, 1831",,,,,,,Leptoglossus,,Leptoglossus,"Leptoglossus gonagra (Fabricius, 1775)",3TPTS,5156106,3TPTS,5156106
B1629:1:6,"Leptoglossus ashmeadi Heidemann, 1909","Heidemann, 1909",Leptoglossus,,ashmeadi,,species,,B1629:1,accepted,,,B1629:1:1,"Leptoglossus Guérin-Méneville, 1831",,,,,,,Leptoglossus,,Leptoglossus,"Leptoglossus ashmeadi Heidemann, 1909",6PGG2,5156104,6PGG2,5156104
B1629:1:7,"Leptoglossus jacquelinae Brailovsky, 1976","Brailovsky, 1976",Leptoglossus,,jacquelinae,,species,,B1629:1,accepted,,,B1629:1:1,"Leptoglossus Guérin-Méneville, 1831",,,,,,,Leptoglossus,,Leptoglossus,"Leptoglossus jacquelinae Brailovsky, 1976",6PGFK,5732973,6PGFK,5732973
B1629:1:8,"Leptoglossus zonatus (Dallas, 1852)","(Dallas, 1852)",Leptoglossus,,zonatus,,species,,B1629:1,accepted,,,B1629:1:1,"Leptoglossus Guérin-Méneville, 1831",,,,,,,Leptoglossus,,Leptoglossus,"Leptoglossus zonatus (Dallas, 1852)",6PGGM,5156103,6PGGM,5156103
B1629:1:9,"Leptoglossus balteatus (Linnaeus, 1771)","(Linnaeus, 1771)",Leptoglossus,,balteatus,,species,,B1629:1,accepted,,,B1629:1:1,"Leptoglossus Guérin-Méneville, 1831",,,,,,,Leptoglossus,,Leptoglossus,"Leptoglossus balteatus (Linnaeus, 1771)",3TPSX,5732987,3TPSX,5732987
B1629:1:10,"Leptoglossus phyllopus (Linnaeus, 1767)","(Linnaeus, 1767)",Leptoglossus,,phyllopus,,species,,B1629:1,accepted,,,B1629:1:1,"Leptoglossus Guérin-Méneville, 1831",,,,,,,Leptoglossus,,Leptoglossus,"Leptoglossus phyllopus (Linnaeus, 1767)",6PGH7,5156098,6PGH7,5156098
B1629:1:11,"Leptoglossus fulvicornis (Westwood, 1842)","(Westwood, 1842)",Leptoglossus,,fulvicornis,,species,,B1629:1,accepted,,,B1629:1:1,"Leptoglossus Guérin-Méneville, 1831",,,,,,,Leptoglossus,,Leptoglossus,"Leptoglossus fulvicornis (Westwood, 1842)",3TPTQ,5156101,3TPTQ,5156101
B1629:1:12,"Leptoglossus oppositus (Say, 1832)","(Say, 1832)",Leptoglossus,,oppositus,,species,,B1629:1,accepted,,,B1629:1:1,"Leptoglossus Guérin-Méneville, 1831",,,,,,,Leptoglossus,,Leptoglossus,"Leptoglossus oppositus (Say, 1832)",6PGGY,5156107,6PGGY,5156107
B1629:1:13,"Leptoglossus brevirostris Barber, 1918","Barber, 1918",Leptoglossus,,brevirostris,,species,,B1629:1,accepted,,,B1629:1:1,"Leptoglossus Guérin-Méneville, 1831",,,,,,,Leptoglossus,,Leptoglossus,"Leptoglossus brevirostris Barber, 1918",3TPSY,5156096,3TPSY,5156096
B1629:1:14,"Leptoglossus concolor (Walker, 1871)","(Walker, 1871)",Leptoglossus,,concolor,,species,,B1629:1,accepted,,,B1629:1:1,"Leptoglossus Guérin-Méneville, 1831",,,,,,,Leptoglossus,,Leptoglossus,"Leptoglossus concolor (Walker, 1871)",3TPT7,5156105,3TPT7,5156105
