scientificNameID,scientificName,scientificNameAuthorship,genericName,infragenericEpithet,specificEpithet,infraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,verbatimIdentification,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B1635:1:1,Pseudoscorpiones,,,,,,order,,B1635:1,accepted,,,,,,,,Pseudoscorpiones,,,,,,Pseudoscorpiones,B6LL9,1161,B6LL9,1161
B1635:1:2,Chthoniidae,,,,,,family,,B1635:1,accepted,,,B1635:1:1,Pseudoscorpiones,,,,Pseudoscorpiones,Chthoniidae,,,,Pseudoscorpiones,Chthoniidae,888,7652,888,7652
B1635:1:3,Chthonius,,,,,,genus,,B1635:1,accepted,,,B1635:1:2,Chthoniidae,,,,Pseudoscorpiones,Chthoniidae,,Chthonius,,Pseudoscorpiones | Chthoniidae,Chthonius,62LNY,2124312,62LNY,2124312
B1635:1:4,Chthonius,,,,,,subgenus,,B1635:1,accepted,,,B1635:1:3,Chthonius,,,,Pseudoscorpiones,Chthoniidae,,Chthonius,Chthonius,Pseudoscorpiones | Chthoniidae | Chthonius,Chthonius,62LNY,,62LNY,
B1635:1:5,"Chthonius ischnocheles (Hermann, 1804)","(Hermann, 1804)",Chthonius,Chthonius,ischnocheles,,species,,B1635:1,accepted,,,B1635:1:4,Chthonius,,,,Pseudoscorpiones,Chthoniidae,,Chthonius,Chthonius,Pseudoscorpiones | Chthoniidae | Chthonius | Chthonius,"ischnocheles (Hermann, 1804)",V3CJ,5167566,V3CJ,5167566
B1635:1:6,"Chthonius orthodactylus (Leach, 1817)","(Leach, 1817)",Chthonius,Chthonius,orthodactylus,,species,,B1635:1,accepted,,,B1635:1:4,Chthonius,,,,Pseudoscorpiones,Chthoniidae,,Chthonius,Chthonius,Pseudoscorpiones | Chthoniidae | Chthonius | Chthonius,"orthodactylus (Leach, 1817)",5Z5GG,5167583,5Z5GG,5167583
B1635:1:7,"Chthonius dacnodes Navás, 1918","Navás, 1918",Chthonius,Chthonius,dacnodes,,species,,B1635:1,accepted,,,B1635:1:4,Chthonius,,,,Pseudoscorpiones,Chthoniidae,,Chthonius,Chthonius,Pseudoscorpiones | Chthoniidae | Chthonius | Chthonius,"dacnodes Navás, 1918",V3B3,5167582,V3B3,5167582
B1635:1:8,"Chthonius tetrachelatus (Preysler, 1790)","(Preysler, 1790)",Chthonius,Chthonius,tetrachelatus,,species,,B1635:1,accepted,,,B1635:1:4,Chthonius,,,,Pseudoscorpiones,Chthoniidae,,Chthonius,Chthonius,Pseudoscorpiones | Chthoniidae | Chthonius | Chthonius,"tetrachelatus (Preysler, 1790)",V3H4,5167758,6FPZY,9634261
B1635:1:9,Ephippiochtonius,,,,,,subgenus,,B1635:1,accepted,,,B1635:1:3,Chthonius,,,,Pseudoscorpiones,Chthoniidae,,Chthonius,Ephippiochtonius,Pseudoscorpiones | Chthoniidae | Chthonius,Ephippiochtonius,,,,
B1635:1:10,"Chthonius kewi Gabbutt, 1966","Gabbutt, 1966",Chthonius,Ephippiochtonius,kewi,,species,,B1635:1,accepted,,,B1635:1:9,Ephippiochtonius,,,,Pseudoscorpiones,Chthoniidae,,Chthonius,Ephippiochtonius,Pseudoscorpiones | Chthoniidae | Chthonius | Ephippiochtonius,"kewi Gabbutt, 1966",V3CV,5167560,6G298,6884421
B1635:1:11,Neobisiidae,,,,,,family,,B1635:1,accepted,,,B1635:1:1,Pseudoscorpiones,,,,Pseudoscorpiones,Neobisiidae,,,,Pseudoscorpiones,Neobisiidae,D8L,3687,D8L,3687
B1635:1:12,Roncus,,,,,,genus,,B1635:1,accepted,,,B1635:1:11,Neobisiidae,,,,Pseudoscorpiones,Neobisiidae,,Roncus,,Pseudoscorpiones | Neobisiidae,Roncus,643TG,2125568,643TG,2125568
B1635:1:13,"Roncus lubricus (L. Koch, 1873)","(L. Koch, 1873)",Roncus,,lubricus,,species,,B1635:1,accepted,,,B1635:1:12,Roncus,,,,Pseudoscorpiones,Neobisiidae,,Roncus,,Pseudoscorpiones | Neobisiidae | Roncus,"lubricus (L. Koch, 1873)",4TB77,2125691,4TB77,2125691
B1635:1:14,Neobisium,,,,,,genus,,B1635:1,accepted,,,B1635:1:11,Neobisiidae,,,,Pseudoscorpiones,Neobisiidae,,Neobisium,,Pseudoscorpiones | Neobisiidae,Neobisium,5YT2,2125774,5YT2,2125774
B1635:1:15,Neobisium,,,,,,subgenus,,B1635:1,accepted,,,B1635:1:14,Neobisium,,,,Pseudoscorpiones,Neobisiidae,,Neobisium,Neobisium,Pseudoscorpiones | Neobisiidae | Neobisium,Neobisium,5YT2,,5YT2,
B1635:1:16,"Neobisium simile (L. Koch, 1873)","(L. Koch, 1873)",Neobisium,Neobisium,simile,,species,,B1635:1,accepted,,,B1635:1:15,Neobisium,,,,Pseudoscorpiones,Neobisiidae,,Neobisium,Neobisium,Pseudoscorpiones | Neobisiidae | Neobisium | Neobisium,"simile (L. Koch, 1873)",7VZ9B,2125896,7VZ9B,2125896
B1635:1:17,"Neobisium carpenteri (Kew, 1910)","(Kew, 1910)",Neobisium,Neobisium,carpenteri,,species,,B1635:1,accepted,,,B1635:1:15,Neobisium,,,,Pseudoscorpiones,Neobisiidae,,Neobisium,Neobisium,Pseudoscorpiones | Neobisiidae | Neobisium | Neobisium,"carpenteri (Kew, 1910)",7VZ6M,2125972,7VZ6M,2125972
B1635:1:18,"Neobisium simoni (L. Koch, 1873)","(L. Koch, 1873)",Neobisium,Neobisium,simoni,,species,,B1635:1,accepted,,,B1635:1:15,Neobisium,,,,Pseudoscorpiones,Neobisiidae,,Neobisium,Neobisium,Pseudoscorpiones | Neobisiidae | Neobisium | Neobisium,"simoni (L. Koch, 1873)",7VZ9C,2125885,7VZ9C,2125885
B1635:1:19,"Neobisium simoni subsp. simoni (L. Koch, 1873)","(L. Koch, 1873)",Neobisium,Neobisium,simoni,simoni,subspecies,,B1635:1,accepted,,,B1635:1:18,"Neobisium simoni (L. Koch, 1873)",,,,Pseudoscorpiones,Neobisiidae,,Neobisium,Neobisium,Pseudoscorpiones | Neobisiidae | Neobisium | Neobisium | Neobisium simoni,"simoni subsp. simoni (L. Koch, 1873)",7KF4K,7040846,7KF4K,7040846
B1635:1:20,"Neobisium carcinoides (Hermann, 1804)","(Hermann, 1804)",Neobisium,Neobisium,carcinoides,,species,,B1635:1,accepted,,,B1635:1:15,Neobisium,,,,Pseudoscorpiones,Neobisiidae,,Neobisium,Neobisium,Pseudoscorpiones | Neobisiidae | Neobisium | Neobisium,"carcinoides (Hermann, 1804)",7VZ6J,2126023,7VZ6J,2126023
B1635:1:21,"Neobisium muscorum (Leach, 1817)","(Leach, 1817)",Neobisium,N.,muscorum,,species,,B1635:1,synonym,B1635:1:20,"Neobisium carcinoides (Hermann, 1804)",,,,,,Pseudoscorpiones,Neobisiidae,,Neobisium,Neobisium,Pseudoscorpiones | Neobisiidae | Neobisium | Neobisium,"Neobisium (N.) muscorum (Leach, 1817)",7VZC6,6067549,7VZ6J,2126023
B1635:1:22,Larcidae,,,,,,family,,B1635:1,accepted,,,B1635:1:1,Pseudoscorpiones,,,,Pseudoscorpiones,Larcidae,,,,Pseudoscorpiones,Larcidae,BSF,9636,BSF,9636
B1635:1:23,Larca,,,,,,genus,,B1635:1,accepted,,,B1635:1:22,Larcidae,,,,Pseudoscorpiones,Larcidae,,Larca,,Pseudoscorpiones | Larcidae,Larca,62XCX,2125286,62XCX,2125286
B1635:1:24,"Larca lata (Hansen, 1884)","(Hansen, 1884)",Larca,,lata,,species,,B1635:1,accepted,,,B1635:1:23,Larca,,,,Pseudoscorpiones,Larcidae,,Larca,,Pseudoscorpiones | Larcidae | Larca,"lata (Hansen, 1884)",6NY92,2125296,6NY92,2125296
B1635:1:25,Cheiridiidae,,,,,,family,,B1635:1,accepted,,,B1635:1:1,Pseudoscorpiones,,,,Pseudoscorpiones,Cheiridiidae,,,,Pseudoscorpiones,Cheiridiidae,832,7654,832,7654
B1635:1:26,Cheiridium,,,,,,genus,,B1635:1,accepted,,,B1635:1:25,Cheiridiidae,,,,Pseudoscorpiones,Cheiridiidae,,Cheiridium,,Pseudoscorpiones | Cheiridiidae,Cheiridium,3MJR,2124608,3MJR,2124608
B1635:1:27,"Cheiridium museorum (Leach, 1817)","(Leach, 1817)",Cheiridium,,museorum,,species,,B1635:1,accepted,,,B1635:1:26,Cheiridium,,,,Pseudoscorpiones,Cheiridiidae,,Cheiridium,,Pseudoscorpiones | Cheiridiidae | Cheiridium,"museorum (Leach, 1817)",TTRS,2124625,TTRS,2124625
B1635:1:28,Chernetidae,,,,,,family,,B1635:1,accepted,,,B1635:1:1,Pseudoscorpiones,,,,Pseudoscorpiones,Chernetidae,,,,Pseudoscorpiones,Chernetidae,83R,3691,83R,3691
B1635:1:29,Lamprochernes,,,,,,genus,,B1635:1,accepted,,,B1635:1:28,Chernetidae,,,,Pseudoscorpiones,Chernetidae,,Lamprochernes,,Pseudoscorpiones | Chernetidae,Lamprochernes,639H5,2127401,639H5,2127401
B1635:1:30,"Lamprochernes nodosus (Schrank, 1761)","(Schrank, 1761)",Lamprochernes,,nodosus,,species,,B1635:1,accepted,,,B1635:1:29,Lamprochernes,,,,Pseudoscorpiones,Chernetidae,,Lamprochernes,,Pseudoscorpiones | Chernetidae | Lamprochernes,"nodosus (Schrank, 1761)",3S447,2127404,3S447,2127404
B1635:1:31,Pselaphochernes,,,,,,genus,,B1635:1,accepted,,,B1635:1:28,Chernetidae,,,,Pseudoscorpiones,Chernetidae,,Pselaphochernes,,Pseudoscorpiones | Chernetidae,Pselaphochernes,6YFJ,2127635,6YFJ,2127635
B1635:1:32,"Pselaphochernes scorpioides (Hermann, 1804)","(Hermann, 1804)",Pselaphochernes,,scorpioides,,species,,B1635:1,accepted,,,B1635:1:31,Pselaphochernes,,,,Pseudoscorpiones,Chernetidae,,Pselaphochernes,,Pseudoscorpiones | Chernetidae | Pselaphochernes,"scorpioides (Hermann, 1804)",4NF6N,2127646,4NF6N,2127646
B1635:1:33,"Pselaphochernes dubius (Cambridge, 1892)","(Cambridge, 1892)",Pselaphochernes,,dubius,,species,,B1635:1,accepted,,,B1635:1:31,Pselaphochernes,,,,Pseudoscorpiones,Chernetidae,,Pselaphochernes,,Pseudoscorpiones | Chernetidae | Pselaphochernes,"dubius (Cambridge, 1892)",4NF6D,2127643,4NF6D,2127643
B1635:1:34,"Allochernes dubius (Cambridge, 1892)","(Cambridge, 1892)",Allochernes,,dubius,,species,,B1635:1,synonym,B1635:1:33,"Pselaphochernes dubius (Cambridge, 1892)",,,,,,Pseudoscorpiones,Chernetidae,,Pselaphochernes,,Pseudoscorpiones | Chernetidae | Pselaphochernes,"Allochernes dubius (Cambridge, 1892)",,,,
B1635:1:35,Lasiochernes,,,,,,genus,,B1635:1,accepted,,,B1635:1:28,Chernetidae,,,,Pseudoscorpiones,Chernetidae,,Lasiochernes,,Pseudoscorpiones | Chernetidae,Lasiochernes,5B3T,2127075,5B3T,2127075
B1635:1:36,"Lasiochernes pilosus (Ellingsen, 1910)","(Ellingsen, 1910)",Lasiochernes,,pilosus,,species,,B1635:1,accepted,,,B1635:1:35,Lasiochernes,,,,Pseudoscorpiones,Chernetidae,,Lasiochernes,,Pseudoscorpiones | Chernetidae | Lasiochernes,"pilosus (Ellingsen, 1910)",3SDBT,2127079,3SDBT,2127079
B1635:1:37,Dinocheirus,,,,,,genus,,B1635:1,accepted,,,B1635:1:28,Chernetidae,,,,Pseudoscorpiones,Chernetidae,,Dinocheirus,,Pseudoscorpiones | Chernetidae,Dinocheirus,45RV,2127154,45RV,2127154
