scientificNameID,scientificName,scientificNameAuthorship,genericName,infragenericEpithet,specificEpithet,infraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,verbatimIdentification,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B1682:1:1,Acrididae,,,,,,family,,B1682:1,accepted,,,,,,,,,Acrididae,,,,,Acrididae,8NKGT,9394,8NKGT,9394
B1682:1:2,Gryllidae,,,,,,family,,B1682:1,accepted,,,,,,,,,Gryllidae,,,,,Gryllidae,8NKKY,5925,8NKKY,5925
B1682:1:3,Gryllotalpidae,,,,,,family,,B1682:1,accepted,,,,,,,,,Gryllotalpidae,,,,,Gryllotalpidae,8NKKZ,8555,8NKKZ,8555
B1682:1:4,Mogoplistidae,,,,,,family,,B1682:1,accepted,,,,,,,,,Mogoplistidae,,,,,Mogoplistidae,8NKMW,3994,8NKMW,3994
B1682:1:5,Myrmecophilidae,,,,,,family,,B1682:1,accepted,,,,,,,,,Myrmecophilidae,,,,,Myrmecophilidae,8NKN5,8554,8NKN5,8554
B1682:1:6,Pamphagidae,,,,,,family,,B1682:1,accepted,,,,,,,,,Pamphagidae,,,,,Pamphagidae,8NKNR,5520,8NKNR,5520
B1682:1:7,Pyrgomorphidae,,,,,,family,,B1682:1,accepted,,,,,,,,,Pyrgomorphidae,,,,,Pyrgomorphidae,8NKPZ,5928,8NKPZ,5928
B1682:1:8,Rhaphidophoridae,,,,,,family,,B1682:1,accepted,,,,,,,,,Rhaphidophoridae,,,,,Rhaphidophoridae,8NKQ6,8223,8NKQ6,8223
B1682:1:9,Tetrigidae,,,,,,family,,B1682:1,accepted,,,,,,,,,Tetrigidae,,,,,Tetrigidae,8NKQZ,3040,8NKQZ,3040
B1682:1:10,Tettigoniidae,,,,,,family,,B1682:1,accepted,,,,,,,,,Tettigoniidae,,,,,Tettigoniidae,8NKR2,3991,8NKR2,3991
B1682:1:11,Tridactylidae,,,,,,family,,B1682:1,accepted,,,,,,,,,Tridactylidae,,,,,Tridactylidae,8NKRC,7252,8NKRC,7252
B1682:1:12,Trigonidiidae,,,,,,family,,B1682:1,accepted,,,,,,,,,Trigoniidae,,,,,Trigonidiidae,8NKRD,3259633,8NKRD,3259633
