scientificNameID,scientificName,scientificNameAuthorship,genericName,intragenericEpithet,specificEpithet,intraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,verbatimIdentification,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B555:1:1,Hesperiidae,,,,,,family,,B555:1,accepted,,,,,,,,,Hesperiidae,,,,,HESPERIIDAE,6254D,6953,6254D,6953
B555:1:2,Carcharodus,,,,,,genus,,B555:1,accepted,,,B555:1:1,Hesperiidae,,,,,Hesperiidae,,Carcharodus,,Hesperiidae,Carcharodus,924MF,1943357,924MF,1943357
B555:1:3,Carcharodus alceae,,Carcharodus,,alceae,,species,,B555:1,accepted,,,B555:1:2,Carcharodus,,,,,Hesperiidae,,Carcharodus,,Hesperiidae | Carcharodus,Carcharodus alceae,R3X8,8277078,R3X8,8277078
B555:1:4,Carcharodus tripolinus,,Carcharodus,,tripolinus,,species,,B555:1,accepted,,,B555:1:2,Carcharodus,,,,,Hesperiidae,,Carcharodus,,Hesperiidae | Carcharodus,Carcharodus tripolinus,,1943421,,6206431
B555:1:5,Muschampia,,,,,,genus,,B555:1,accepted,,,B555:1:1,Hesperiidae,,,,,Hesperiidae,,Muschampia,,Hesperiidae,Muschampia,93NYF,4407453,92NPL,8363558
B555:1:6,Muschampia proto,,Muschampia,,proto,,species,,B555:1,accepted,,,B555:1:5,Muschampia,,,,,Hesperiidae,,Muschampia,,Hesperiidae | Muschampia,Muschampia proto,,4535396,,4535396
B555:1:7,Pyrgus,,,,,,genus,,B555:1,accepted,,,B555:1:1,Hesperiidae,,,,,Hesperiidae,,Pyrgus,,Hesperiidae,Pyrgus,92LKR,1949704,92LKR,1949704
B555:1:8,Pyrgus malvoides,,Pyrgus,,malvoides,,species,,B555:1,accepted,,,B555:1:7,Pyrgus,,,,,Hesperiidae,,Pyrgus,,Hesperiidae | Pyrgus,Pyrgus malvoides,6WQD7,1949938,6WQD7,1949938
B555:1:9,Spialia,,,,,,genus,,B555:1,accepted,,,B555:1:1,Hesperiidae,,,,,Hesperiidae,,Spialia,,Hesperiidae,Spialia,92N3T,1945528,92N3T,1945528
B555:1:10,Spialia sertorius,,Spialia,,sertorius,,species,,B555:1,accepted,,,B555:1:9,Spialia,,,,,Hesperiidae,,Spialia,,Hesperiidae | Spialia,Spialia sertorius,6YZXT,1945569,6YZXT,1945569
B555:1:11,Thymelicus,,,,,,genus,,B555:1,accepted,,,B555:1:1,Hesperiidae,,,,,Hesperiidae,,Thymelicus,,Hesperiidae,Thymelicus,92PCW,1944007,92PCW,1944007
