scientificNameID,scientificName,scientificNameAuthorship,genericName,infragenericEpithet,specificEpithet,infraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,verbatimIdentification,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B1883:1:1,Acanthosomatidae,,,,,,family,,B1883:1,accepted,,,,,,,,,Acanthosomatidae,,,,,Acanthosomatidae,7NFSF,4303,7NFSF,4303
B1883:1:2,Alydidae,,,,,,family,,B1883:1,accepted,,,,,,,,,Alydidae,,,,,Alydidae,8NKGW,7875,8NKGW,7875
B1883:1:3,Anthocoridae,,,,,,family,,B1883:1,accepted,,,,,,,,,Anthocoridae,,,,,Anthocoridae,BXWFM,7876,BXWFM,7876
B1883:1:4,Scoloposcelis,,,,,,genus,,B1883:1,accepted,,,B1883:1:3,Anthocoridae,,,,,Anthocoridae,,Scoloposcelis,,Anthocoridae,Scoloposcelis,BY4BX,2020922,BY4BX,2020922
B1883:1:5,Aphelocheiridae,,,,,,family,,B1883:1,accepted,,,,,,,,,Aphelocheiridae,,,,,Aphelocheiridae,6JZ,3265575,6JZ,3265575
B1883:1:6,Aradidae,,,,,,family,,B1883:1,accepted,,,,,,,,,Aradidae,,,,,Aradidae,BXVZ4,7877,BXVZ4,7877
B1883:1:7,Artheneidae,,,,,,family,,B1883:1,accepted,,,,,,,,,Artheneidae,,,,,Artheneidae,8NKH5,7878,8NKH5,7878
B1883:1:8,Berytidae,,,,,,family,,B1883:1,accepted,,,,,,,,,Berytidae,,,,,Berytidae,8NKH8,4306,8NKH8,4306
B1883:1:9,Blissidae,,,,,,family,,B1883:1,accepted,,,,,,,,,Blissidae,,,,,Blissidae,8NKH9,7879,8NKH9,7879
B1883:1:10,Ceratocombidae,,,,,,family,,B1883:1,accepted,,,,,,,,,Ceratocombidae,,,,,Ceratocombidae,B8VBT,4307,B8VBT,4307
B1883:1:11,Cimicidae,,,,,,family,,B1883:1,accepted,,,,,,,,,Cimicidae,,,,,Cimicidae,7NGSF,9648,7NGSF,9648
B1883:1:12,Coreidae,,,,,,family,,B1883:1,accepted,,,,,,,,,Coreidae,,,,,Coreidae,8NKJF,9649,8NKJF,9649
B1883:1:13,Corixidae,,,,,,family,,B1883:1,accepted,,,,,,,,,Corixidae,,,,,Corixidae,8KK,6988,8KK,6988
B1883:1:14,Cydnidae,,,,,,family,,B1883:1,accepted,,,,,,,,,Cydnidae,,,,,Cydnidae,BXWHY,6989,BXWHY,6989
B1883:1:15,Cymidae,,,,,,family,,B1883:1,accepted,,,,,,,,,Cymidae,,,,,Cymidae,8NKJS,4308,8NKJS,4308
B1883:1:16,Dipsocoridae,,,,,,family,,B1883:1,accepted,,,,,,,,,Dipsocoridae,,,,,Dipsocoridae,9CM,4309,9CM,4309
B1883:1:17,Geocoridae,,,,,,family,,B1883:1,accepted,,,,,,,,,Geocoridae,,,,,Geocoridae,C76HS,4311,C76HS,4311
B1883:1:18,Gerridae,,,,,,family,,B1883:1,accepted,,,,,,,,,Gerridae,,,,,Gerridae,623FR,7881,623FR,7881
B1883:1:19,Hebridae,,,,,,family,,B1883:1,accepted,,,,,,,,,Hebridae,,,,,Hebridae,6252Q,4312,6252Q,4312
B1883:1:20,Heterogastridae,,,,,,family,,B1883:1,accepted,,,,,,,,,Heterogastridae,,,,,Heterogastridae,C7FDW,7883,C7FDW,7883
B1883:1:21,Hydrometridae,,,,,,family,,B1883:1,accepted,,,,,,,,,Hydrometridae,,,,,Hydrometridae,B8R,7884,B8R,7884
B1883:1:22,Lyctocoridae,,,,,,family,,B1883:1,accepted,,,,,,,,,Lyctocoridae,,,,,Lyctocoridae,,5866519,,5866519
B1883:1:23,Lygaeidae,,,,,,family,,B1883:1,accepted,,,,,,,,,Lygaeidae,,,,,Lygaeidae,8NKMB,7888,8NKMB,7888
B1883:1:24,Mesoveliidae,,,,,,family,,B1883:1,accepted,,,,,,,,,Mesoveliidae,,,,,Mesoveliidae,CNB,4318,CNB,4318
B1883:1:25,Microphysidae,,,,,,family,,B1883:1,accepted,,,,,,,,,Microphysidae,,,,,Microphysidae,,7890,,7890
B1883:1:26,Miridae,,,,,,family,,B1883:1,accepted,,,,,,,,,Miridae,,,,,Miridae,624LX,4319,624LX,4319
B1883:1:27,Nabidae,,,,,,family,,B1883:1,accepted,,,,,,,,,Nabidae,,,,,Nabidae,CBFTS,7891,CBFTS,7891
B1883:1:28,Naucoridae,,,,,,family,,B1883:1,accepted,,,,,,,,,Naucoridae,,,,,Naucoridae,624PT,4320,624PT,4320
B1883:1:29,Nepidae,,,,,,family,,B1883:1,accepted,,,,,,,,,Nepidae,,,,,Nepidae,DB4,7892,DB4,7892
B1883:1:30,Notonectidae,,,,,,family,,B1883:1,accepted,,,,,,,,,Notonectidae,,,,,Notonectidae,626HD,4322,626HD,4322
B1883:1:31,Oxycarenidae,,,,,,family,,B1883:1,accepted,,,,,,,,,Oxycarenidae,,,,,Oxycarenidae,8NKNN,4323,8NKNN,4323
B1883:1:32,Pentatomidae,,,,,,family,,B1883:1,accepted,,,,,,,,,Pentatomidae,,,,,Pentatomidae,BXWJD,9650,BXWJD,9650
B1883:1:33,Piesmatidae,,,,,,family,,B1883:1,accepted,,,,,,,,,Piesmatidae,,,,,Piesmatidae,8NKPC,9651,8NKPC,9651
B1883:1:34,Plataspididae,,,,,,family,,B1883:1,accepted,,,,,,,,,Plataspididae,,,,,Plataspididae,C22PT,4486081,C22PT,4486081
B1883:1:35,Pleidae,,,,,,family,,B1883:1,accepted,,,,,,,,,Pleidae,,,,,Pleidae,6263M,9653,6263M,9653
B1883:1:36,Pyrrhocoridae,,,,,,family,,B1883:1,accepted,,,,,,,,,Pyrrhocoridae,,,,,Pyrrhocoridae,BXWTL,7895,BXWTL,7895
B1883:1:37,Reduviidae,,,,,,family,,B1883:1,accepted,,,,,,,,,Reduviidae,,,,,Reduviidae,FKV,4324,FKV,4324
B1883:1:38,Rhopalidae,,,,,,family,,B1883:1,accepted,,,,,,,,,Rhopalidae,,,,,Rhopalidae,8NKQ9,4325,8NKQ9,4325
B1883:1:39,Rhyparochromidae,,,,,,family,,B1883:1,accepted,,,,,,,,,Rhyparochromidae,,,,,Rhyparochromidae,C8BBC,4326,C8BBC,4326
B1883:1:40,Saldidae,,,,,,family,,B1883:1,accepted,,,,,,,,,Saldidae,,,,,Saldidae,FWD,7896,FWD,7896
B1883:1:41,Scutelleridae,,,,,,family,,B1883:1,accepted,,,,,,,,,Scutelleridae,,,,,Scutelleridae,BXWJF,4327,BXWJF,4327
B1883:1:42,Thyreocoridae,,,,,,family,,B1883:1,accepted,,,,,,,,,Thyreocoridae,,,,,Thyreocoridae,BY545,7898,BY545,7898
B1883:1:43,Tingidae,,,,,,family,,B1883:1,accepted,,,,,,,,,Tingidae,,,,,Tingidae,H9W,7899,H9W,7899
B1883:1:44,Veliidae,,,,,,family,,B1883:1,accepted,,,,,,,,,Veliidae,,,,,Veliidae,HSH,7900,HSH,7900
