scientificNameID,scientificName,scientificNameAuthorship,genericName,infragenericEpithet,specificEpithet,infraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,verbatimIdentification,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B2155:1:1,Formicidae,,,,,,family,,B2155:1,accepted,,,,,,,,,Formicidae,,,,,Formicidae,CLRKP,4342,CLRKP,4342
B2155:1:2,"Dolichoderinae Forel, 1878","Forel, 1878",,,,,subfamily,,B2155:1,accepted,,,B2155:1:1,Formicidae,,,,,Formicidae,Dolichoderinae,,,Formicidae,"Dolichoderinae Forel, 1878",CLNKM,,CLNKM,
B2155:1:3,"Dolichoderus Lund, 1831","Lund, 1831",,,,,genus,,B2155:1,accepted,,,B2155:1:2,"Dolichoderinae Forel, 1878",,,,,Formicidae,Dolichoderinae,Dolichoderus,,Formicidae | Dolichoderinae,"Dolichoderus Lund, 1831",62R6N,1314182,62R6N,1314182
B2155:1:4,"Dolichoderus quadripunctatus (Linnaeus, 1767)","(Linnaeus, 1767)",Dolichoderus,,quadripunctatus,,species,,B2155:1,accepted,,,B2155:1:3,"Dolichoderus Lund, 1831",,,,,Formicidae,Dolichoderinae,Dolichoderus,,Formicidae | Dolichoderinae | Dolichoderus,"quadripunctatus (Linnaeus, 1767)",3754V,5034888,3754V,5034888
B2155:1:5,Hypoclinea quadripunctata,,Hypoclinea,,quadripunctata,,species,,B2155:1,synonym,B2155:1:4,"Dolichoderus quadripunctatus (Linnaeus, 1767)",,,,,,,Formicidae,Dolichoderinae,Dolichoderus,,Formicidae | Dolichoderinae | Dolichoderus,Hypoclinea quadripunctata,,7448141,,5034888
B2155:1:6,"Linepithema Mayr, 1866","Mayr, 1866",,,,,genus,,B2155:1,accepted,,,B2155:1:2,"Dolichoderinae Forel, 1878",,,,,Formicidae,Dolichoderinae,Linepithema,,Formicidae | Dolichoderinae,"Linepithema Mayr, 1866",62YBH,1316904,62YBH,1316904
B2155:1:7,"Linepithema humile (Mayr, 1868)","(Mayr, 1868)",Linepithema,,humile,,species,,B2155:1,accepted,,,B2155:1:6,"Linepithema Mayr, 1866",,,,,Formicidae,Dolichoderinae,Linepithema,,Formicidae | Dolichoderinae | Linepithema,"humile (Mayr, 1868)",3V2M8,1316908,3V2M8,1316908
B2155:1:8,"Linepithema iniquum (Mayr, 1870)","(Mayr, 1870)",Linepithema,,iniquum,,species,,B2155:1,accepted,,,B2155:1:6,"Linepithema Mayr, 1866",,,,,Formicidae,Dolichoderinae,Linepithema,,Formicidae | Dolichoderinae | Linepithema,"iniquum (Mayr, 1870)",3V2MD,1316927,3V2MD,1316927
B2155:1:9,"Tapinoma Foerster, 1850","Foerster, 1850",,,,,genus,,B2155:1,accepted,,,B2155:1:2,"Dolichoderinae Forel, 1878",,,,,Formicidae,Dolichoderinae,Tapinoma,,Formicidae | Dolichoderinae,"Tapinoma Foerster, 1850",7SPC,1316784,7SPC,1316784
B2155:1:10,"Tapinoma erraticum (Latreille, 1798)","(Latreille, 1798)",Tapinoma,,erraticum,,species,,B2155:1,accepted,,,B2155:1:9,"Tapinoma Foerster, 1850",,,,,Formicidae,Dolichoderinae,Tapinoma,,Formicidae | Dolichoderinae | Tapinoma,"erraticum (Latreille, 1798)",7BJPJ,1316800,7BJPJ,1316800
