scientificNameID,scientificName,scientificNameAuthorship,genericName,infragenericEpithet,specificEpithet,infraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,verbatimIdentification,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B1737:1:1,Stratiomyidae,,,,,,family,,B1737:1,accepted,,,,,,,,,Stratiomyidae,,,,,Stratiomyidae,CF66Z,6923,CF66Z,6923
B1737:1:2,Exodontha,,,,,,genus,,B1737:1,accepted,,,B1737:1:1,Stratiomyidae,,,,,Stratiomyidae,,Exodontha,,Stratiomyidae,Exodontha,BYD82,1581333,BYD82,1581333
B1737:1:3,Beris,,,,,,genus,,B1737:1,accepted,,,B1737:1:1,Stratiomyidae,,,,,Stratiomyidae,,Beris,,Stratiomyidae,Beris,BXYWP,1459648,BXYWP,1459648
B1737:1:4,Chorisops,,,,,,genus,,B1737:1,accepted,,,B1737:1:1,Stratiomyidae,,,,,Stratiomyidae,,Chorisops,,Stratiomyidae,Chorisops,BY9K7,1578202,BY9K7,1578202
B1737:1:5,Actina,,,,,,genus,,B1737:1,accepted,,,B1737:1:1,Stratiomyidae,,,,,Stratiomyidae,,Actina,,Stratiomyidae,Actina,BXY3R,1577507,BXY3R,1577507
B1737:1:6,Clitellaria,,,,,,genus,,B1737:1,accepted,,,B1737:1:1,Stratiomyidae,,,,,Stratiomyidae,,Clitellaria,,Stratiomyidae,Clitellaria,BY9QQ,1579886,BY9QQ,1579886
B1737:1:7,Stratiomys,,,,,,genus,,B1737:1,accepted,,,B1737:1:1,Stratiomyidae,,,,,Stratiomyidae,,Stratiomys,,Stratiomyidae,Stratiomys,BYQZL,1501902,BYQZL,1501902
B1737:1:8,Adoxomyia,,,,,,genus,,B1737:1,accepted,,,B1737:1:1,Stratiomyidae,,,,,Stratiomyidae,,Adoxomyia,,Stratiomyidae,Adoxomyia,BY6FX,1579782,BY6FX,1579782
B1737:1:9,Vanoyia,,,,,,genus,,B1737:1,accepted,,,B1737:1:1,Stratiomyidae,,,,,Stratiomyidae,,Vanoyia,,Stratiomyidae,Vanoyia,BYSMV,1578625,BYSMV,1578625
B1737:1:10,Oxycera,,,,,,genus,,B1737:1,accepted,,,B1737:1:1,Stratiomyidae,,,,,Stratiomyidae,,Oxycera,,Stratiomyidae,Oxycera,BYKXQ,1577931,BYKXQ,1577931
