scientificNameID,scientificName,scientificNameAuthorship,genericName,infragenericEpithet,specificEpithet,infraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,verbatimIdentification,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B1709:1:1,"Euluperus Weise, 1886","Weise, 1886",,,,,genus,,B1709:1,accepted,,,,,,,,,,,Euluperus,,,"Euluperus Weise, 1886",,4571452,,4571452
B1709:1:2,"Euluperus espanoli (Codina, 1963)","(Codina, 1963)",Euluperus,,espanoli,,species,,B1709:1,accepted,,,B1709:1:1,"Euluperus Weise, 1886",,,,,,,Euluperus,,Euluperus,"espanoli (Codina, 1963)",,,,
B1709:1:3,"Luperus espanoli Codina, 1963","Codina, 1963",Luperus,Calomicrus,espanoli,,species,,B1709:1,synonym,B1709:1:2,"Euluperus espanoli (Codina, 1963)",,,,,,,,,Euluperus,Calomicrus,Euluperus,"Luperus (Calomicrus) espanoli Codina, 1963",,5751959,,4461238
B1709:1:4,"Euluperus pinicola (Duftschmid, 1825)","(Duftschmid, 1825)",Euluperus,,pinicola,,species,,B1709:1,accepted,,,B1709:1:1,"Euluperus Weise, 1886",,,,,,,Euluperus,,Euluperus,"pinicola (Duftschmid, 1825)",,,,
B1709:1:5,"Crioceris pinicola Duftschmid, 1825","Duftschmid, 1825",Crioceris,,pinicola,,species,,B1709:1,synonym,B1709:1:4,"Euluperus pinicola (Duftschmid, 1825)",,,,,,,,,Euluperus,,Euluperus,"Crioceris pinicola Duftschmid, 1825",,5751967,,4461255
B1709:1:6,"Luperus pinicola var. silvestris Weise, 1886","Weise, 1886",Luperus,,pinicola,silvestris,variety,,B1709:1,synonym,B1709:1:4,"Euluperus pinicola (Duftschmid, 1825)",,,,,,,,,Euluperus,,Euluperus,"Luperus pinicola var. silvestris Weise, 1886",,,,
B1709:1:7,"Luperus concolor Apfelbeck, 1912","Apfelbeck, 1912",Luperus,,concolor,,species,,B1709:1,synonym,B1709:1:4,"Euluperus pinicola (Duftschmid, 1825)",,,,,,,,,Euluperus,,Euluperus,"Luperus concolor Apfelbeck, 1912",,,,
B1709:1:8,"Calomicrus Dillwyn, 1829","Dillwyn, 1829",,,,,genus,,B1709:1,accepted,,,,,,,,,,,Calomicrus,,,"Calomicrus Dillwyn, 1829",,7638092,,7638092
B1709:1:9,"Calomicrus circumfusus (Marsham, 1802)","(Marsham, 1802)",Calomicrus,,circumfusus,,species,,B1709:1,accepted,,,B1709:1:8,"Calomicrus Dillwyn, 1829",,,,,,,Calomicrus,,Calomicrus,"circumfusus (Marsham, 1802)",,4461264,,4461264
B1709:1:10,"Calomicrus suturalis (Joannis, 1865)","(Joannis, 1865)",Calomicrus,,suturalis,,species,,B1709:1,accepted,,,B1709:1:8,"Calomicrus Dillwyn, 1829",,,,,,,Calomicrus,,Calomicrus,"suturalis (Joannis, 1865)",,4461234,,4461234
B1709:1:11,"Calomicrus foveolatus Rosenhauer, 1856","Rosenhauer, 1856",Calomicrus,,foveolatus,,species,,B1709:1,accepted,,,B1709:1:8,"Calomicrus Dillwyn, 1829",,,,,,,Calomicrus,,Calomicrus,"foveolatus Rosenhauer, 1856",,4461268,,4461268
B1709:1:12,Calomicrus ibericus,,Calomicrus,,ibericus,,species,sp. nov.,B1709:1,accepted,,,B1709:1:8,"Calomicrus Dillwyn, 1829",,,,,,,Calomicrus,,Calomicrus,ibericus sp. nov.,,10177260,,10177260
B1709:1:13,"Calomicrus sordidus (Kiesenwetter, 1873)","(Kiesenwetter, 1873)",Calomicrus,,sordidus,,species,,B1709:1,accepted,,,B1709:1:8,"Calomicrus Dillwyn, 1829",,,,,,,Calomicrus,,Calomicrus,"sordidus (Kiesenwetter, 1873)",,4461258,,4461258
