scientificNameID,scientificName,scientificNameAuthorship,genericName,infragenericEpithet,specificEpithet,infraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,verbatimIdentification,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B1711:1:1,Pentatomoidea,,,,,,superfamily,,B1711:1,accepted,,,,,,,,,,,,,,Pentatomoidea,BXWDQ,,BXWDQ,
B1711:1:2,"Plataspidae Dallas, 1851","Dallas, 1851",,,,,family,,B1711:1,accepted,,,B1711:1:1,Pentatomoidea,,,,,Plataspidae,,,,Pentatomoidea,"Plataspidae Dallas, 1851",,9652,,9652
B1711:1:3,"Plataspinae Dallas, 1851","Dallas, 1851",,,,,subfamily,,B1711:1,accepted,,,B1711:1:2,"Plataspidae Dallas, 1851",,,,,Plataspidae,Plataspinae,,,Pentatomoidea | Plataspidae,"Plataspinae Dallas, 1851",,,,
B1711:1:4,"Coptosoma Lap., 1832","Lap., 1832",,,,,genus,,B1711:1,accepted,,,B1711:1:3,"Plataspinae Dallas, 1851",,,,,Plataspidae,Plataspinae,Coptosoma,,Pentatomoidea | Plataspidae | Plataspinae,"Coptosoma Lap., 1832",,3265959,,3265959
B1711:1:5,"Coptosoma scutellatum (Geoffroy, 1785)","(Geoffroy, 1785)",Coptosoma,,scutellatum,,species,,B1711:1,accepted,,,B1711:1:4,"Coptosoma Lap., 1832",,,,,Plataspidae,Plataspinae,Coptosoma,,Pentatomoidea | Plataspidae | Plataspinae | Coptosoma,"scutellatum (Geoffroy, 1785)",,6096723,,6096723
B1711:1:6,"Cimex scutellatus Geoffroy, 1785","Geoffroy, 1785",Cimex,,scutellatus,,species,,B1711:1,synonym,B1711:1:5,"Coptosoma scutellatum (Geoffroy, 1785)",,,,,,,Plataspidae,Plataspinae,Coptosoma,,Pentatomoidea | Plataspidae | Plataspinae | Coptosoma,"Cimex scutellatus Geoffroy, 1785",,8932578,,6096723
B1711:1:7,"Coptosoma globus Fieber, 1861","Fieber, 1861",Coptosoma,,globus,,species,,B1711:1,synonym,B1711:1:5,"Coptosoma scutellatum (Geoffroy, 1785)",,,,,,,Plataspidae,Plataspinae,Coptosoma,,Pentatomoidea | Plataspidae | Plataspinae | Coptosoma,"Coptosoma globus Fieber, 1861",,12113477,,6096723
B1711:1:8,Acanthosomatidae,,,,,,family,,B1711:1,accepted,,,B1711:1:1,Pentatomoidea,,,,,Acanthosomatidae,,,,Pentatomoidea,"Acanthosomidae Stal, 1864",7NFSF,4303,7NFSF,4303
B1711:1:9,"Acanthosomida Stal, 1864","Stal, 1864",,,,,family,,B1711:1,synonym,B1711:1:8,Acanthosomatidae,,,,,,,Acanthosomida,,,,Pentatomoidea,"Acanthosomida Stal, 1864",,,,
B1711:1:10,"Acanthosomidae Leston, 1953","Leston, 1953",,,,,family,,B1711:1,synonym,B1711:1:8,Acanthosomatidae,,,,,,,Acanthosomidae,,,,Pentatomoidea,"Acanthosomidae Leston, 1953",,,,
B1711:1:11,"Acanthosoma Curt., 1824","Curt., 1824",,,,,genus,,B1711:1,accepted,,,B1711:1:8,Acanthosomatidae,,,,,Acanthosomatidae,,Acanthosoma,,Pentatomoidea | Acanthosomatidae,"Acanthosoma Curt., 1824",7NMN9,11258498,7NMN9,11258498
B1711:1:12,"Acanthosoma haemorrhoidale (Linné, 1758)","(Linné, 1758)",Acanthosoma,,haemorrhoidale,,species,,B1711:1,accepted,,,B1711:1:11,"Acanthosoma Curt., 1824",,,,,Acanthosomatidae,,Acanthosoma,,Pentatomoidea | Acanthosomatidae | Acanthosoma,"haemorrhoidale (Linné, 1758)",7Q9KF,5866246,7Q9KF,5866246
B1711:1:13,"Cimex haemorrhoidalis Linné, 1758","Linné, 1758",Cimex,,haemorrhoidalis,,species,,B1711:1,synonym,B1711:1:12,"Acanthosoma haemorrhoidale (Linné, 1758)",,,,,,,Acanthosomatidae,,Acanthosoma,,Pentatomoidea | Acanthosomatidae | Acanthosoma,"Cimex haemorrhoidalis Linné, 1758",,8887317,,5866246
B1711:1:14,"Elasmostethus Fieb., 1860","Fieb., 1860",,,,,genus,,B1711:1,accepted,,,B1711:1:8,Acanthosomatidae,,,,,Acanthosomatidae,,Elasmostethus,,Pentatomoidea | Acanthosomatidae,"Elasmostethus Fieb., 1860",7NVTY,2079269,7NVTY,2079269
B1711:1:15,"Elasmostethus interstinctus (Linné, 1758)","(Linné, 1758)",Elasmostethus,,interstinctus,,species,,B1711:1,accepted,,,B1711:1:14,"Elasmostethus Fieb., 1860",,,,,Acanthosomatidae,,Elasmostethus,,Pentatomoidea | Acanthosomatidae | Elasmostethus,"interstinctus (Linné, 1758)",7TG9H,2079270,7TG9H,2079270
B1711:1:16,"Cimex interstinctus Linné, 1758","Linné, 1758",Cimex,,interstinctus,,species,,B1711:1,synonym,B1711:1:15,"Elasmostethus interstinctus (Linné, 1758)",,,,,,,Acanthosomatidae,,Elasmostethus,,Pentatomoidea | Acanthosomatidae | Elasmostethus,"Cimex interstinctus Linné, 1758",,4485984,,2079270
B1711:1:17,"Elasmostethus dentatus Fieber, 1861","Fieber, 1861",Elasmostethus,,dentatus,,species,,B1711:1,synonym,B1711:1:15,"Elasmostethus interstinctus (Linné, 1758)",,,,,,,Acanthosomatidae,,Elasmostethus,,Pentatomoidea | Acanthosomatidae | Elasmostethus,"Elasmostethus dentatus Fieber, 1861",7TG99,11364037,7TG9H,2079270
B1711:1:18,"Elasmucha Stal, 1864","Stal, 1864",,,,,genus,,B1711:1,accepted,,,B1711:1:8,Acanthosomatidae,,,,,Acanthosomatidae,,Elasmucha,,Pentatomoidea | Acanthosomatidae,"Elasmucha Stal, 1864",7NYBN,2079257,7NYBN,2079257
