scientificNameID,scientificName,scientificNameAuthorship,genericName,intragenericEpithet,specificEpithet,intraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,verbatimIdentification,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B273:1:1,Aglaoapis,,,,,,genus,,B273:1,accepted,,,,,,,,,,,Aglaoapis,,,Aglaoapis,QR2,1335007,QR2,1335007
B273:1:2,Aglaoapis tridentata,,Aglaoapis,,tridentata,,species,,B273:1,accepted,,,B273:1:1,Aglaoapis,,,,,,,Aglaoapis,,Aglaoapis,tridentata,65RBR,1335008,65RBR,1335008
B273:1:3,Andrena,,,,,,genus,,B273:1,accepted,,,,,,,,,,,Andrena,,,Andrena,62BS5,1345710,62BS5,1345710
B273:1:4,Anthidium,,,,,,genus,,B273:1,accepted,,,,,,,,,,,Anthidium,,,Anthidium,XCK,1334798,XCK,1334798
B273:1:5,Anthophora,,,,,,genus,,B273:1,accepted,,,,,,,,,,,Anthophora,,,Anthophora,XF5,1337506,XF5,1337506
B273:1:6,Apis,,,,,,genus,,B273:1,accepted,,,,,,,,,,,Apis,,,Apis,YNV,1334757,YNV,1334757
B273:1:7,Apis mellifera,,Apis,,mellifera,,species,,B273:1,accepted,,,B273:1:6,Apis,,,,,,,Apis,,Apis,mellifera,FN46,1341976,FN46,1341976
B273:1:8,Biastes,,,,,,genus,,B273:1,accepted,,,,,,,,,,,Biastes,,,Biastes,62GMX,1340138,62GMX,1340138
B273:1:9,Biastes truncatus,,Biastes,,truncatus,,species,,B273:1,accepted,,,B273:1:8,Biastes,,,,,,,Biastes,,Biastes,truncatus,LQF7,5039606,LQF7,5039606
B273:1:10,Bombus,,,,,,genus,,B273:1,accepted,,,,,,,,,,,Bombus,,,Bombus,62H8K,11239415,62H8K,11239415
B273:1:11,Ceratina,,,,,,genus,,B273:1,accepted,,,,,,,,,,,Ceratina,,,Ceratina,3KPT,1341198,3KPT,1341198
B273:1:12,Ceratina cyanea,,Ceratina,,cyanea,,species,,B273:1,accepted,,,B273:1:11,Ceratina,,,,,,,Ceratina,,Ceratina,cyanea,5XKRB,5039824,5XKRB,5039824
B273:1:13,Chelostoma,,,,,,genus,,B273:1,accepted,,,,,,,,,,,Chelostoma,,,Chelostoma,62M68,1334476,62M68,1334476
B273:1:14,Coelioxys,,,,,,genus,,B273:1,accepted,,,,,,,,,,,Coelioxys,,,Coelioxys,62N47,1338333,62N47,1338333
B273:1:15,Colletes,,,,,,genus,,B273:1,accepted,,,,,,,,,,,Colletes,,,Colletes,3SBT,1348504,3SBT,1348504
B273:1:16,Dasypoda,,,,,,genus,,B273:1,accepted,,,,,,,,,,,Dasypoda,,,Dasypoda,423Y,8591946,423Y,8591946
B273:1:17,Dufourea,,,,,,genus,,B273:1,accepted,,,,,,,,,,,Dufourea,,,Dufourea,48NF,1351817,48NF,1351817
B273:1:18,Epeolus,,,,,,genus,,B273:1,accepted,,,,,,,,,,,Epeolus,,,Epeolus,4CS4,1341852,4CS4,1341852
B273:1:19,Eucera,,,,,,genus,,B273:1,accepted,,,,,,,,,,,Eucera,,,Eucera,4F48,1340870,4F48,1340870
B273:1:20,Eucera longicornis,,Eucera,,longicornis,,species,,B273:1,accepted,,,B273:1:19,Eucera,,,,,,,Eucera,,Eucera,longicornis,3BRJ2,1340884,3BRJ2,1340884
B273:1:21,Halictus,,,,,,genus,,B273:1,accepted,,,,,,,,,,,Halictus,,,Halictus,4SQY,1347978,4SQY,1347978
B273:1:22,Heriades,,,,,,genus,,B273:1,accepted,,,,,,,,,,,Heriades,,,Heriades,4VSY,1336750,4VSY,1336750
B273:1:23,Heriades truncorum,,Heriades,,truncorum,,species,,B273:1,accepted,,,B273:1:22,Heriades,,,,,,,Heriades,,Heriades,truncorum,6M45D,1336802,6M45D,1336802
B273:1:24,"Hoplitis Klug, 1807","Klug, 1807",,,,,genus,,B273:1,accepted,,,,,,,,,,,Hoplitis,,,"Hoplitis Klug, 1807",4YKZ,1336906,4YKZ,1336906
