scientificNameID,scientificName,scientificNameAuthorship,genericName,infragenericEpithet,specificEpithet,infraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,verbatimIdentification,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B2041:1:1,"Stichopogon Loew, 1847","Loew, 1847",,,,,genus,,B2041:1,accepted,,,,,,,,,,,Stichopogon,,,"Stichopogon Loew, 1847",BXYGX,1663696,BXYGX,1663696
B2041:1:2,"Discodamalis Karsch, 1888","Karsch, 1888",,,,,genus,,B2041:1,synonym,B2041:1:1,"Stichopogon Loew, 1847",,,,,,,,,Discodamalis,,,"Discodamalis Karsch, 1888",C255Q,1664891,BYZRQ,1664891
B2041:1:3,"Echinopogon Bezzi, 1910","Bezzi, 1910",,,,,genus,,B2041:1,synonym,B2041:1:1,"Stichopogon Loew, 1847",,,,,,,,,Echinopogon,,,"Echinopogon Bezzi, 1910",BXWZM,3264706,BXYGY,3264706
B2041:1:4,"Neopogon Bezzi, 1910","Bezzi, 1910",,,,,genus,,B2041:1,synonym,B2041:1:1,"Stichopogon Loew, 1847",,,,,,,,,Neopogon,,,"Neopogon Bezzi, 1910",C27Q5,1665489,BXYGY,1665489
B2041:1:5,"Cryptopogon White, 1918","White, 1918",,,,,genus,,B2041:1,synonym,B2041:1:1,"Stichopogon Loew, 1847",,,,,,,,,Cryptopogon,,,"Cryptopogon White, 1918",BYP5C,1659553,BXYGY,1659553
B2041:1:6,"Stilopogon Costa, 1884","Costa, 1884",,,,,genus,,B2041:1,synonym,B2041:1:1,"Stichopogon Loew, 1847",,,,,,,,,Stilopogon,,,"Stilopogon Costa, 1884",C2B66,4788823,BXYGY,1663696
B2041:1:7,"Stichopogon albellus Loew, 1856","Loew, 1856",Stichopogon,,albellus,,species,,B2041:1,accepted,,,B2041:1:1,"Stichopogon Loew, 1847",,,,,,,Stichopogon,,Stichopogon,"albellus Loew, 1856",8F5RL,1663798,8F5RL,1663798
B2041:1:8,"Stichopogon marinus Efflatoun, 1937","Efflatoun, 1937",Stichopogon,,marinus,,species,,B2041:1,accepted,,,B2041:1:1,"Stichopogon Loew, 1847",,,,,,,Stichopogon,,Stichopogon,"marinus Efflatoun, 1937",8F5SD,1663737,8F5SD,1663737
B2041:1:9,"Stichopogon inconstans (Wiedemann, 1828)","(Wiedemann, 1828)",Stichopogon,,inconstans,,species,,B2041:1,accepted,,,B2041:1:1,"Stichopogon Loew, 1847",,,,,,,Stichopogon,,Stichopogon,"inconstans (Wiedemann, 1828)",C2G9V,8978612,C2G9V,8978612
B2041:1:10,"Thereva inconstans Wiedemann, 1828","Wiedemann, 1828",Thereva,,inconstans,,species,,B2041:1,synonym,B2041:1:9,"Stichopogon inconstans (Wiedemann, 1828)",,,,,,,,,Stichopogon,,Stichopogon,"Thereva inconstans Wiedemann, 1828",9HSKD,12089886,C2G9V,1663762
B2041:1:11,"Stichopogon chrysostoma Schiner, 1867","Schiner, 1867",Stichopogon,,chrysostoma,,species,,B2041:1,accepted,,,B2041:1:1,"Stichopogon Loew, 1847",,,,,,,Stichopogon,,Stichopogon,"chrysostoma Schiner, 1867",8F5RY,1663740,8F5RY,1663740
B2041:1:12,"Stichopogon lucidiventris Becker, 1902","Becker, 1902",Stichopogon,,lucidiventris,,species,,B2041:1,synonym,B2041:1:11,"Stichopogon chrysostoma Schiner, 1867",,,,,,,,,Stichopogon,,Stichopogon,"lucidiventris Becker, 1902",8F5VB,1663741,8F5RY,1663740
B2041:1:13,"Stichopogon scaliger Loew, 1847","Loew, 1847",Stichopogon,,scaliger,,species,,B2041:1,accepted,,,B2041:1:1,"Stichopogon Loew, 1847",,,,,,,Stichopogon,,Stichopogon,"scaliger Loew, 1847",8F5ST,1663709,8F5ST,1663709
B2041:1:14,"Stichopogon congener Loew, 1856","Loew, 1856",Stichopogon,,congener,,species,,B2041:1,synonym,B2041:1:13,"Stichopogon scaliger Loew, 1847",,,,,,,,,Stichopogon,,Stichopogon,"congener Loew, 1856",8F5TS,1663710,8F5ST,1663709
