scientificNameID,scientificName,scientificNameAuthorship,genericName,intragenericEpithet,specificEpithet,intraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,verbatimIdentification,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B13:1:1,Diptera,,,,,,order,,B13:1,accepted,,,,,,,,Diptera,,,,,,Diptera,D2P,811,D2P,811
B13:1:2,Nematocera,,,,,,suborder,,B13:1,accepted,,,B13:1:1,Diptera,,,,Diptera,,,,,Diptera,Nematocera,89QSK,,89QSK,
B13:1:3,Anisopodidae,,,,,,family,,B13:1,accepted,,,B13:1:2,Nematocera,,,,Diptera,Anisopodidae,,,,Diptera | Nematocera,Anisopodidae,6F7,7271,6F7,7271
B13:1:4,Bibionidae,,,,,,family,,B13:1,accepted,,,B13:1:2,Nematocera,,,,Diptera,Bibionidae,,,,Diptera | Nematocera,Bibionidae,77F,7281,77F,7281
B13:1:5,Cecidomyiidae,,,,,,family,,B13:1,accepted,,,B13:1:2,Nematocera,,,,Diptera,Cecidomyiidae,,,,Diptera | Nematocera,Cecidomyiidae,622KR,3338,622KR,3338
B13:1:6,Ceratopogonidae,,,,,,family,,B13:1,accepted,,,B13:1:2,Nematocera,,,,Diptera,Ceratopogonidae,,,,Diptera | Nematocera,Ceratopogonidae,9JFZN,3340,9JFZN,3340
B13:1:7,Chaoboridae,,,,,,family,,B13:1,accepted,,,B13:1:2,Nematocera,,,,Diptera,Chaoboridae,,,,Diptera | Nematocera,Chaoboridae,7ZT,3342,7ZT,3342
B13:1:8,Chironomidae,,,,,,family,,B13:1,accepted,,,B13:1:2,Nematocera,,,,Diptera,Chironomidae,,,,Diptera | Nematocera,Chironomidae,84X,3343,84X,3343
B13:1:9,Culicidae,,,,,,family,,B13:1,accepted,,,B13:1:2,Nematocera,,,,Diptera,Culicidae,,,,Diptera | Nematocera,Culicidae,8SG,3346,8SG,3346
B13:1:10,Dixidae,,,,,,family,,B13:1,accepted,,,B13:1:2,Nematocera,,,,Diptera,Dixidae,,,,Diptera | Nematocera,Dixidae,6249C,7304,6249C,7304
B13:1:11,Mycetophilidae,,,,,,family,,B13:1,accepted,,,B13:1:2,Nematocera,,,,Diptera,Mycetophilidae,,,,Diptera | Nematocera,Mycetophilidae,D26,5565,D26,5565
B13:1:12,Psychodidae,,,,,,family,,B13:1,accepted,,,B13:1:2,Nematocera,,,,Diptera,Psychodidae,,,,Diptera | Nematocera,Psychodidae,87C9G,9164,87C9G,9164
B13:1:13,Ptychopteridae,,,,,,family,,B13:1,accepted,,,B13:1:2,Nematocera,,,,Diptera,Ptychopteridae,,,,Diptera | Nematocera,Ptychopteridae,6277P,5585,6277P,5585
B13:1:14,Scatopsidae,,,,,,family,,B13:1,accepted,,,B13:1:2,Nematocera,,,,Diptera,Scatopsidae,,,,Diptera | Nematocera,Scatopsidae,G22,6927,G22,6927
B13:1:15,Sciaridae,,,,,,family,,B13:1,accepted,,,B13:1:2,Nematocera,,,,Diptera,Sciaridae,,,,Diptera | Nematocera,Sciaridae,G3Z,3525,G3Z,3525
