scientificNameID,scientificName,scientificNameAuthorship,genericName,infragenericEpithet,specificEpithet,infraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,verbatimIdentification,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B421:2:1,Sapygidae,,,,,,family,,B421:2,accepted,,,,,,,,,Sapygidae,,,,,Sapygidae,FY8,4298486,FY8,4298486
B421:2:2,Fedtschenkiinae,,,,,,subfamily,,B421:2,accepted,,,B421:2:1,Sapygidae,,,,,Sapygidae,Fedtschenkiinae,,,Sapygidae,Fedtschenkiinae,,,,
B421:2:3,"Fedtschenkia Saussure, 1880","Saussure, 1880",,,,,genus,,B421:2,accepted,,,B421:2:2,Fedtschenkiinae,,,,,Sapygidae,Fedtschenkiinae,Fedtschenkia,,Sapygidae | Fedtschenkiinae,"Fedtschenkia SAUSSURE, 1880",,4680485,,4680485
B421:2:4,Cosila,,,,,,genus,,B421:2,synonym,B421:2:3,"Fedtschenkia Saussure, 1880",,,,,,,Sapygidae,Fedtschenkiinae,Cosila,,Sapygidae | Fedtschenkiinae,Cosila,,4670415,,4670415
B421:2:5,"Fedtschenkia grossa Saussure, 1880","Saussure, 1880",Fedtschenkia,,grossa,,species,,B421:2,accepted,,,B421:2:3,"Fedtschenkia Saussure, 1880",,,,,Sapygidae,Fedtschenkiinae,Fedtschenkia,,Sapygidae | Fedtschenkiinae | Fedtschenkia,"grossa SAUSSURE, 1880",,,,
B421:2:6,"Fedtschenkia indigotea Radoszkowski, 1886","Radoszkowski, 1886",Fedtschenkia,,indigotea,,species,,B421:2,accepted,,,B421:2:3,"Fedtschenkia Saussure, 1880",,,,,Sapygidae,Fedtschenkiinae,Fedtschenkia,,Sapygidae | Fedtschenkiinae | Fedtschenkia,"indigotea RADOSZKOWSKI, 1886",,,,
B421:2:7,"Fedtschenkia libanoi Guiglia, 1966","Guiglia, 1966",Fedtschenkia,,libanoi,,species,,B421:2,accepted,,,B421:2:3,"Fedtschenkia Saussure, 1880",,,,,Sapygidae,Fedtschenkiinae,Fedtschenkia,,Sapygidae | Fedtschenkiinae | Fedtschenkia,"libanoi GUIGLIA, 1966",,,,
B421:2:8,"Fedtschenkia palaestinensis Guiglia, 1963","Guiglia, 1963",Fedtschenkia,,palaestinensis,,species,,B421:2,accepted,,,B421:2:3,"Fedtschenkia Saussure, 1880",,,,,Sapygidae,Fedtschenkiinae,Fedtschenkia,,Sapygidae | Fedtschenkiinae | Fedtschenkia,"palaestinensis GUIGLIA, 1963",,,,
B421:2:9,Sapyginae,,,,,,subfamily,,B421:2,accepted,,,B421:2:1,Sapygidae,,,,,Sapygidae,Sapyginae,,,Sapygidae,Sapyginae,,,,
B421:2:10,Asmisapyga,,,,,,genus,gen. nov.,B421:2,accepted,,,B421:2:9,Sapyginae,,,,,Sapygidae,Sapyginae,Asmisapyga,,Sapygidae | Sapyginae,Asmisapyga gen. nov.,,4677447,,4677447
B421:2:11,Asmisapyga warnckei,,Asmisapyga,,warnckei,,species,sp. nov.,B421:2,accepted,,,B421:2:10,Asmisapyga,,,,,Sapygidae,Sapyginae,Asmisapyga,,Sapygidae | Sapyginae | Asmisapyga,warnckei sp. nov.,,,,
B421:2:12,"Monosapyga Pic, 1920","Pic, 1920",,,,,genus,,B421:2,accepted,,,B421:2:9,Sapyginae,,,,,Sapygidae,Sapyginae,Monosapyga,,Sapygidae | Sapyginae,"Monosapyga PIC, 1920",,4407776,,4407776
B421:2:13,"Monosapyga clavicornis Linnaeus, 1758","Linnaeus, 1758",Monosapyga,,clavicornis,,species,,B421:2,accepted,,,B421:2:12,"Monosapyga Pic, 1920",,,,,Sapygidae,Sapyginae,Monosapyga,,Sapygidae | Sapyginae | Monosapyga,"clavicornis LINNAEUS, 1758",,4504373,,4504373
B421:2:14,"Apis clavicornis Linnaeus, 1758","Linnaeus, 1758",Apis,,clavicornis,,species,,B421:2,synonym,B421:2:13,"Monosapyga clavicornis Linnaeus, 1758",,,,,,,Sapygidae,Sapyginae,Monosapyga,,Sapygidae | Sapyginae | Monosapyga,"Apis clavicornis LINNAEUS, 1758",,4504377,,4504373
B421:2:15,"Scolia prisma Fabricius, 1787","Fabricius, 1787",Scolia,,prisma,,species,,B421:2,synonym,B421:2:13,"Monosapyga clavicornis Linnaeus, 1758",,,,,,,Sapygidae,Sapyginae,Monosapyga,,Sapygidae | Sapyginae | Monosapyga,"Scolia prisma FABRICIUS, 1787",,,,
