scientificNameID,scientificName,scientificNameAuthorship,genericName,infragenericEpithet,specificEpithet,infraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,verbatimIdentification,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B2359:1:1,Stenocephalus Latr.,Latr.,,,,,genus,,B2359:1,accepted,,,,,,,,,,,Stenocephalus,,,Stenocephalus Latr.,8NZH8,7849480,8NNVX,2050149
B2359:1:2,Stenocephalus bianchii,,Stenocephalus,,bianchii,,species,sp. n.,B2359:1,accepted,,,B2359:1:1,Stenocephalus Latr.,,,,,,,Stenocephalus,,Stenocephalus,bianchii sp. n.,8PCVS,9456341,35R8D,2050151
B2359:1:3,Stenocephalus marginatus Ferr.,Ferr.,Stenocephalus,,marginatus,,species,,B2359:1,accepted,,,B2359:1:1,Stenocephalus Latr.,,,,,,,Stenocephalus,,Stenocephalus,marginatus Ferr.,4ZWGX,7694350,35R8H,8075311
B2359:1:4,Stenocephalus putoni Horv.,Horv.,Stenocephalus,,putoni,,species,,B2359:1,accepted,,,B2359:1:1,Stenocephalus Latr.,,,,,,,Stenocephalus,,Stenocephalus,putoni Horv.,4ZWHB,7522504,6D3WP,7980776
B2359:1:5,Stenocephalus dimidiatus,,Stenocephalus,,dimidiatus,,species,sp. n.,B2359:1,accepted,,,B2359:1:1,Stenocephalus Latr.,,,,,,,Stenocephalus,,Stenocephalus,dimidiatus sp. n.,,9354092,,7980776
B2359:1:6,Stenocephalus adspersus,,Stenocephalus,,adspersus,,species,sp. n.,B2359:1,accepted,,,B2359:1:1,Stenocephalus Latr.,,,,,,,Stenocephalus,,Stenocephalus,adspersus sp. n.,8QKZW,9338894,35R86,7953288
B2359:1:7,Stenocephalus albipes Fab.,Fab.,Stenocephalus,,albipes,,species,,B2359:1,accepted,,,B2359:1:1,Stenocephalus Latr.,,,,,,,Stenocephalus,,Stenocephalus,albipes Fab.,4ZWGG,7666401,35R7X,8352804
B2359:1:8,Stenocephalus ferganensis Horv.,Horv.,Stenocephalus,,ferganensis,,species,,B2359:1,accepted,,,B2359:1:1,Stenocephalus Latr.,,,,,,,Stenocephalus,,Stenocephalus,ferganensis Horv.,4ZWGS,8521255,35R88,8681188
B2359:1:9,Stenocephalus setulosus Ferr.,Ferr.,Stenocephalus,,setulosus,,species,,B2359:1,accepted,,,B2359:1:1,Stenocephalus Latr.,,,,,,,Stenocephalus,,Stenocephalus,setulosus Ferr.,4ZWHD,8028477,35R8W,7477050
B2359:1:10,Stenocephalus agilis Scop.,Scop.,Stenocephalus,,agilis,,species,,B2359:1,accepted,,,B2359:1:1,Stenocephalus Latr.,,,,,,,Stenocephalus,,Stenocephalus,agilis Scop.,4ZWGF,8056163,35R7W,4391703
B2359:1:11,Stenocephalus robustus,,Stenocephalus,,robustus,,species,sp. n.,B2359:1,accepted,,,B2359:1:1,Stenocephalus Latr.,,,,,,,Stenocephalus,,Stenocephalus,robustus sp. n.,8PCVW,9383597,35R7W,4391703
B2359:1:12,Stenocephalus medius M. R.,M. R.,Stenocephalus,,medius,,species,,B2359:1,accepted,,,B2359:1:1,Stenocephalus Latr.,,,,,,,Stenocephalus,,Stenocephalus,medius M. R.,4ZWH2,8567269,35R8K,5758706
B2359:1:13,Stenocephalus sibiricus Jak.,Jak.,Stenocephalus,,sibiricus,,species,,B2359:1,accepted,,,B2359:1:1,Stenocephalus Latr.,,,,,,,Stenocephalus,,Stenocephalus,sibiricus Jak.,,9546463,,5758706
