scientificNameID,scientificName,scientificNameAuthorship,genericName,infragenericEpithet,specificEpithet,infraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,verbatimIdentification,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B603:3:1,"Coelioxys Latreille, 1809","Latreille, 1809",,,,,genus,,B603:3,accepted,,,,,,,,,,,Coelioxys,,,"Coelioxys Latreille, 1809",62N47,1338333,62N47,1338333
B603:3:2,"Allocoelioxys Warncke, 1992","Warncke, 1992",,,,,subgenus,,B603:3,accepted,,,B603:3:1,"Coelioxys Latreille, 1809",,,,,,,Coelioxys,Allocoelioxys,Coelioxys,"Allocoelioxys Warncke, 1992",,,,
B603:3:3,"Coelioxys afra Lepeletier, 1841","Lepeletier, 1841",Coelioxys,Allocoelioxys,afra,,species,,B603:3,accepted,,,B603:3:2,"Allocoelioxys Warncke, 1992",,,,,,,Coelioxys,Allocoelioxys,Coelioxys | Allocoelioxys,"afra Lepeletier, 1841",BMPWL,1338498,WR4B,1338498
B603:3:4,"Coelioxys brevis Eversmann, 1852","Eversmann, 1852",Coelioxys,Allocoelioxys,brevis,,species,,B603:3,accepted,,,B603:3:2,"Allocoelioxys Warncke, 1992",,,,,,,Coelioxys,Allocoelioxys,Coelioxys | Allocoelioxys,"brevis Eversmann, 1852",WR6F,1338797,WR6F,1338797
B603:3:5,"Coelioxys inflatus Alfken, 1933","Alfken, 1933",Coelioxys,,inflatus,,species,,B603:3,synonym,B603:3:4,"Coelioxys brevis Eversmann, 1852",,,,,,,,,Coelioxys,Allocoelioxys,Coelioxys | Allocoelioxys,"Coelioxys inflatus Alfken, 1933",8SRN3,12037580,WR6F,1338797
B603:3:6,"Coelioxys echinata Förster, 1853","Förster, 1853",Coelioxys,Allocoelioxys,echinata,,species,,B603:3,accepted,,,B603:3:2,"Allocoelioxys Warncke, 1992",,,,,,,Coelioxys,Allocoelioxys,Coelioxys | Allocoelioxys,"echinata Förster, 1853",8S3XZ,1338442,WR8V,1338442
B603:3:7,"Coelioxys rufocaudata Smith, 1854","Smith, 1854",Coelioxys,,rufocaudata,,species,,B603:3,synonym,B603:3:6,"Coelioxys echinata Förster, 1853",,,,,,,,,Coelioxys,Allocoelioxys,Coelioxys | Allocoelioxys,"Coelioxys rufocaudata Smith, 1854",8SR7H,12053351,WR8V,1338442
B603:3:8,"Coelioxys emarginata Förster, 1853","Förster, 1853",Coelioxys,Allocoelioxys,emarginata,,species,,B603:3,accepted,,,B603:3:2,"Allocoelioxys Warncke, 1992",,,,,,,Coelioxys,Allocoelioxys,Coelioxys | Allocoelioxys,"emarginata Förster, 1853",8S3Y6,1338840,WR97,1338840
B603:3:9,"Coelioxys Latreille, 1809","Latreille, 1809",,,,,subgenus,,B603:3,accepted,,,B603:3:1,"Coelioxys Latreille, 1809",,,,,,,Coelioxys,Coelioxys,Coelioxys,"Coelioxys Latreille, 1809",62N47,,62N47,
B603:3:10,"Coelioxys alata Förster, 1853","Förster, 1853",Coelioxys,Coelioxys,alata,,species,,B603:3,accepted,,,B603:3:9,"Coelioxys Latreille, 1809",,,,,,,Coelioxys,Coelioxys,Coelioxys | Coelioxys,"alata Förster, 1853",8S3VH,1338466,5ZGWG,1338466
B603:3:11,"Coelioxys montandoni Gribodo, 1884","Gribodo, 1884",Coelioxys,,montandoni,,species,,B603:3,synonym,B603:3:10,"Coelioxys alata Förster, 1853",,,,,,,,,Coelioxys,Coelioxys,Coelioxys | Coelioxys,"Coelioxys montandoni Gribodo, 1884",8SQNQ,12075028,5ZGWG,1338466
B603:3:12,"Coelioxys aurolimbata Förster, 1853","Förster, 1853",Coelioxys,Coelioxys,aurolimbata,,species,,B603:3,accepted,,,B603:3:9,"Coelioxys Latreille, 1809",,,,,,,Coelioxys,Coelioxys,Coelioxys | Coelioxys,"aurolimbata Förster, 1853",8S3W5,1338640,WR5G,1338640
B603:3:13,"Coelioxys conica (Linnaeus, 1758)","(Linnaeus, 1758)",Coelioxys,Coelioxys,conica,,species,,B603:3,accepted,,,B603:3:9,"Coelioxys Latreille, 1809",,,,,,,Coelioxys,Coelioxys,Coelioxys | Coelioxys,"conica (Linnaeus, 1758)",8SD7G,6096962,5ZH8R,6096962
B603:3:14,"Coelioxys quadridentata (Linnaeus, 1758)","(Linnaeus, 1758)",Coelioxys,,quadridentata,,species,,B603:3,synonym,B603:3:13,"Coelioxys conica (Linnaeus, 1758)",,,,,,,,,Coelioxys,Coelioxys,Coelioxys | Coelioxys,"Coelioxys quadridentata (Linnaeus, 1758)",8S43S,12091433,8SD7F,6096962
B603:3:15,"Coelioxys conoidea (Illiger, 1806)","(Illiger, 1806)",Coelioxys,Coelioxys,conoidea,,species,,B603:3,accepted,,,B603:3:9,"Coelioxys Latreille, 1809",,,,,,,Coelioxys,Coelioxys,Coelioxys | Coelioxys,"conoidea (Illiger, 1806)",8S3XB,1338425,5ZH8R,1338425
B603:3:16,"Coelioxys elongata Lepeletier, 1841","Lepeletier, 1841",Coelioxys,Coelioxys,elongata,,species,,B603:3,accepted,,,B603:3:9,"Coelioxys Latreille, 1809",,,,,,,Coelioxys,Coelioxys,Coelioxys | Coelioxys,"elongata Lepeletier, 1841",8S3Y5,1338361,WR94,1338361
B603:3:17,"Coelioxys inermis (Kirby, 1802)","(Kirby, 1802)",Coelioxys,Coelioxys,inermis,,species,,B603:3,accepted,,,B603:3:9,"Coelioxys Latreille, 1809",,,,,,,Coelioxys,Coelioxys,Coelioxys | Coelioxys,"inermis (Kirby, 1802)",WRB5,1338677,WRB5,1338677
B603:3:18,"Coelioxys acuminata Nylander, 1852","Nylander, 1852",Coelioxys,,acuminata,,species,,B603:3,synonym,B603:3:17,"Coelioxys inermis (Kirby, 1802)",,,,,,,,,Coelioxys,Coelioxys,Coelioxys | Coelioxys,"Coelioxys acuminata Nylander, 1852",8SR5H,11040327,WRB5,1338677
B603:3:19,"Coelioxys lanceolata Nylander, 1852","Nylander, 1852",Coelioxys,Coelioxys,lanceolata,,species,,B603:3,accepted,,,B603:3:9,"Coelioxys Latreille, 1809",,,,,,,Coelioxys,Coelioxys,Coelioxys | Coelioxys,"lanceolata Nylander, 1852",8S3ZJ,1338432,WRBT,1338432
B603:3:20,"Coelioxys mandibularis Nylander, 1848","Nylander, 1848",Coelioxys,Coelioxys,mandibularis,,species,,B603:3,accepted,,,B603:3:9,"Coelioxys Latreille, 1809",,,,,,,Coelioxys,Coelioxys,Coelioxys | Coelioxys,"mandibularis Nylander, 1848",WRCR,1338626,WRCR,1338626
B603:3:21,"Coelioxys rufescens Lepeletier & Serville, 1825","Lepeletier & Serville, 1825",Coelioxys,Coelioxys,rufescens,,species,,B603:3,accepted,,,B603:3:9,"Coelioxys Latreille, 1809",,,,,,,Coelioxys,Coelioxys,Coelioxys | Coelioxys,"rufescens Lepeletier & Serville, 1825",WRGG,1338348,WRGG,1338348
