scientificNameID,scientificName,scientificNameAuthorship,genericName,infragenericEpithet,specificEpithet,infraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,verbatimIdentification,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B1663:1:1,Atelecyclus rotundatus,,Atelecyclus,,rotundatus,,species,,B1663:1,accepted,,,,,,,,,,,Atelecyclus,,,Atelecyclus rotundatus,J8MC,2222070,J8MC,2222070
B1663:1:2,Cancer irroratus,,Cancer,,irroratus,,species,,B1663:1,accepted,,,,,,,,,,,Cancer,,,Cancer irroratus,QKC5,2222075,QKC5,2222075
B1663:1:3,Cancer pagurus,,Cancer,,pagurus,,species,,B1663:1,accepted,,,,,,,,,,,Cancer,,,Cancer pagurus,5WY3B,2222085,5WY3B,2222085
B1663:1:4,Carcinus maenas,,Carcinus,,maenas,,species,,B1663:1,accepted,,,,,,,,,,,Carcinus,,,Carcinus maenas,R48N,5178595,R48N,5178595
B1663:1:5,Corystes cassivelaunus,,Corystes,,cassivelaunus,,species,,B1663:1,accepted,,,,,,,,,,,Corystes,,,Corystes cassivelaunus,YSVB,5716132,YSVB,5716132
B1663:1:6,Ebalia cranchii,,Ebalia,,cranchii,,species,,B1663:1,accepted,,,,,,,,,,,Ebalia,,,Ebalia cranchii,38C53,4382641,38C53,4382641
B1663:1:7,Ebalia tuberosa,,Ebalia,,tuberosa,,species,,B1663:1,accepted,,,,,,,,,,,Ebalia,,,Ebalia tuberosa,38C7K,2221793,38C7K,2221793
B1663:1:8,Ebalia tumefacta,,Ebalia,,tumefacta,,species,,B1663:1,accepted,,,,,,,,,,,Ebalia,,,Ebalia tumefacta,38C7L,2221798,38C7L,2221798
B1663:1:9,Eriocheir sinensis,,Eriocheir,,sinensis,,species,,B1663:1,accepted,,,,,,,,,,,Eriocheir,,,Eriocheir sinensis,3B3LX,2225776,3B3LX,2225776
B1663:1:10,Eurynome aspera,,Eurynome,,aspera,,species,,B1663:1,accepted,,,,,,,,,,,Eurynome,,,Eurynome aspera,3D5C9,2226539,3D5C9,2226539
B1663:1:11,Eurynome spinosa,,Eurynome,,spinosa,,species,,B1663:1,accepted,,,,,,,,,,,Eurynome,,,Eurynome spinosa,3D5CL,2226538,3D5CL,2226538
B1663:1:12,Geryon trispinosus,,Geryon,,trispinosus,,species,,B1663:1,accepted,,,,,,,,,,,Geryon,,,Geryon trispinosus,3FXPF,5178561,3FXPF,5178561
B1663:1:13,Goneplax rhomboides,,Goneplax,,rhomboides,,species,,B1663:1,accepted,,,,,,,,,,,Goneplax,,,Goneplax rhomboides,6L2Q9,2227571,6L2Q9,2227571
B1663:1:14,Hemigrapsus sanguineus,,Hemigrapsus,,sanguineus,,species,,B1663:1,accepted,,,,,,,,,,,Hemigrapsus,,,Hemigrapsus sanguineus,3KP89,2225772,3KP89,2225772
B1663:1:15,Hemigrapsus takanoi,,Hemigrapsus,,takanoi,,species,,B1663:1,accepted,,,,,,,,,,,Hemigrapsus,,,Hemigrapsus takanoi,3KP8C,4382841,3KP8C,4382841
B1663:1:16,Hyas araneus,,Hyas,,araneus,,species,,B1663:1,accepted,,,,,,,,,,,Hyas,,,Hyas araneus,3MXL7,2226648,3MXL7,2226648
B1663:1:17,Hyas coarctatus,,Hyas,,coarctatus,,species,,B1663:1,accepted,,,,,,,,,,,Hyas,,,Hyas coarctatus,3MXL9,2226649,3MXL9,2226649
B1663:1:18,Inachus dorsettensis,,Inachus,,dorsettensis,,species,,B1663:1,accepted,,,,,,,,,,,Inachus,,,Inachus dorsettensis,3PKW5,5178706,3PKW5,5178706
B1663:1:19,Inachus phalangium,,Inachus,,phalangium,,species,,B1663:1,accepted,,,,,,,,,,,Inachus,,,Inachus phalangium,3PKWM,9524640,3PKWM,9524640
B1663:1:20,Liocarcinus depurator,,Liocarcinus,,depurator,,species,,B1663:1,accepted,,,,,,,,,,,Liocarcinus,,,Liocarcinus depurator,3V59S,9577510,3V59S,9577510
B1663:1:21,Liocarcinus holsatus,,Liocarcinus,,holsatus,,species,,B1663:1,accepted,,,,,,,,,,,Liocarcinus,,,Liocarcinus holsatus,3V59T,2225596,3V59T,2225596
B1663:1:22,Liocarcinus marmoreus,,Liocarcinus,,marmoreus,,species,,B1663:1,accepted,,,,,,,,,,,Liocarcinus,,,Liocarcinus marmoreus,3V59V,4307250,3V59V,4307250
B1663:1:23,Liocarcinus navigator,,Liocarcinus,,navigator,,species,,B1663:1,accepted,,,,,,,,,,,Liocarcinus,,,Liocarcinus navigator,3V59X,4307257,3V59X,4307257
B1663:1:24,Liocarcinus pusillus,,Liocarcinus,,pusillus,,species,,B1663:1,accepted,,,,,,,,,,,Liocarcinus,,,Liocarcinus pusillus,3V59Z,9427945,3V59Z,9427945
B1663:1:25,Macropodia rostrata,,Macropodia,,rostrata,,species,,B1663:1,accepted,,,,,,,,,,,Macropodia,,,Macropodia rostrata,3X8KT,5178697,3X8KT,5178697
B1663:1:26,Necora puber,,Necora,,puber,,species,,B1663:1,accepted,,,,,,,,,,,Necora,,,Necora puber,6RVDM,9736038,6RVDM,9736038
B1663:1:27,Pilumnus hirtellus,,Pilumnus,,hirtellus,,species,,B1663:1,accepted,,,,,,,,,,,Pilumnus,,,Pilumnus hirtellus,4HVTW,2227605,4HVTW,2227605
B1663:1:28,Pinnotheres pisum,,Pinnotheres,,pisum,,species,,B1663:1,accepted,,,,,,,,,,,Pinnotheres,,,Pinnotheres pisum,4HZ8P,2226844,4HZ8P,2226844
B1663:1:29,Pirimela denticulata,,Pirimela,,denticulata,,species,,B1663:1,accepted,,,,,,,,,,,Pirimela,,,Pirimela denticulata,4J847,2222057,4J847,2222057
