scientificNameID,scientificName,scientificNameAuthorship,genericName,infragenericEpithet,specificEpithet,infraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,verbatimIdentification,dynamicProperties,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B2284:1:1,Milesiini,,,,,,tribe,,B2284:1,accepted,,,,,,,,,,,,,,Milesiini,,87CVW,,87CVW,
B2284:1:2,Criorhinina,,,,,,subtribe,,B2284:1,accepted,,,B2284:1:1,Milesiini,,,,,,,,,Milesiini,CRIORHININA,,CGYS8,,CGYS8,
B2284:1:3,Malometasternum,,,,,,genus,,B2284:1,accepted,,,B2284:1:2,Criorhinina,,,,,,,Malometasternum,,Milesiini | Criorhinina,Malometasternum,,BY2V4,1536414,BY2V4,1536414
B2284:1:4,Malometasternum rufocaudatum,,Malometasternum,,rufocaudatum,,species,,B2284:1,accepted,,,B2284:1:3,Malometasternum,,,,,,,Malometasternum,,Milesiini | Criorhinina | Malometasternum,rufocaudatum,,3XQBP,1536415,3XQBP,1536415
B2284:1:5,Deineches,,,,,,genus,,B2284:1,accepted,,,B2284:1:2,Criorhinina,,,,,,,Deineches,,Milesiini | Criorhinina,Deineches,,BXZL3,1533155,BXZL3,1533155
B2284:1:6,Deineches fulva,,Deineches,,fulva,,species,,B2284:1,accepted,,,B2284:1:5,Deineches,,,,,,,Deineches,,Milesiini | Criorhinina | Deineches,fulva,,6CFZM,1533161,6CFZM,1533161
B2284:1:7,Deineches hackeri,,Deineches,,hackeri,,species,,B2284:1,accepted,,,B2284:1:5,Deineches,,,,,,,Deineches,,Milesiini | Criorhinina | Deineches,hackeri,,6CFZN,1533159,6CFZN,1533159
B2284:1:8,Deineches nudiventris,,Deineches,,nudiventris,,species,,B2284:1,accepted,,,B2284:1:5,Deineches,,,,,,,Deineches,,Milesiini | Criorhinina | Deineches,nudiventris,,6CFZP,1533156,6CFZP,1533156
B2284:1:9,Temnostomina,,,,,,subtribe,,B2284:1,accepted,,,B2284:1:1,Milesiini,,,,,,,,,Milesiini,TEMNOSTOMINA,,,,,
B2284:1:10,Odyneromyia,,,,,,genus,,B2284:1,accepted,,,B2284:1:9,Temnostomina,,,,,,,Odyneromyia,,Milesiini | Temnostomina,Odyneromyia,,BY3BM,1535685,BY3BM,1535685
