scientificNameID,scientificName,scientificNameAuthorship,genericName,infragenericEpithet,specificEpithet,infraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,verbatimIdentification,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B1833:1:1,Typha,,,,,,genus,,B1833:1,accepted,,,,,,,,,,,Typha,,,Typha,8W4H8,2702102,8W4H8,2702102
B1833:1:2,Iris,,,,,,genus,,B1833:1,accepted,,,,,,,,,,,Iris,,,Iris,8VS52,2748017,8VS52,2748017
B1833:1:3,Iris pseudoacorus,,Iris,,pseudoacorus,,species,,B1833:1,accepted,,,B1833:1:2,Iris,,,,,,,Iris,,Iris,pseudoacorus,3PZZR,5298231,3PZZR,5298231
B1833:1:4,Butomus,,,,,,genus,,B1833:1,accepted,,,,,,,,,,,Butomus,,,Butomus,8VVTD,2864463,8VVTD,2864463
B1833:1:5,Butomus umbellatus,,Butomus,,umbellatus,,species,,B1833:1,accepted,,,B1833:1:4,Butomus,,,,,,,Butomus,,Butomus,umbellatus,NZ5R,2864467,NZ5R,2864467
B1833:1:6,Sparganium,,,,,,genus,,B1833:1,accepted,,,,,,,,,,,Sparganium,,,Sparganium,8W3NS,2702260,8W3NS,2702260
B1833:1:7,Sagittaria,,,,,,genus,,B1833:1,accepted,,,,,,,,,,,Sagittaria,,,Sagittaria,8W392,2766037,8W392,2766037
B1833:1:8,Sagittaria sagittifolia,,Sagittaria,,sagittifolia,,species,,B1833:1,accepted,,,B1833:1:7,Sagittaria,,,,,,,Sagittaria,,Sagittaria,sagittifolia,4TYS8,5328882,4TYS8,5328882
B1833:1:9,Alisma,,,,,,genus,,B1833:1,accepted,,,,,,,,,,,Alisma,,,Alisma,8VTKL,2865099,8VTKL,2865099
B1833:1:10,Alisma plantago-aquatica,,Alisma,,plantago-aquatica,,species,,B1833:1,accepted,,,B1833:1:9,Alisma,,,,,,,Alisma,,Alisma,plantago-aquatica,BSH4,2865100,BSH4,2865100
B1833:1:11,Mentha,,,,,,genus,,B1833:1,accepted,,,,,,,,,,,Mentha,,,Mentha,8VZ9G,2927173,8VZ9G,2927173
B1833:1:12,Mentha aquatica,,Mentha,,aquatica,,species,,B1833:1,accepted,,,B1833:1:11,Mentha,,,,,,,Mentha,,Mentha,aquatica,3ZRLS,2927208,3ZRLS,2927208
B1833:1:13,Equisetum,,,,,,genus,,B1833:1,accepted,,,,,,,,,,,Equisetum,,,Equisetum,B8VQ5,2687913,B8VQ5,2687913
B1833:1:14,Equisetum fluviatile,,Equisetum,,fluviatile,,species,,B1833:1,accepted,,,B1833:1:13,Equisetum,,,,,,,Equisetum,,Equisetum,fluviatile,B9LTP,2687937,B9LTP,2687937
B1833:1:15,Carex,,,,,,genus,,B1833:1,accepted,,,,,,,,,,,Carex,,,Carex,8VRHY,2721893,8VRHY,2721893
B1833:1:16,Juncus,,,,,,genus,,B1833:1,accepted,,,,,,,,,,,Juncus,,,Juncus,56Y4,12320193,56Y4,12320193
B1833:1:17,Poaceae,,,,,,family,,B1833:1,accepted,,,,,,,,,Poaceae,,,,,Poaceae,627FW,3073,627FW,3073
