scientificNameID,scientificName,scientificNameAuthorship,genericName,intragenericEpithet,specificEpithet,intraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,verbatimIdentification,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B1320:1:1,Calopteryx virgo,,Calopteryx,,virgo,,species,,B1320:1,accepted,,,,,,,,,,,Calopteryx,,,Calopteryx virgo,Q2MC,1427037,Q2MC,1427037
B1320:1:2,Calopteryx splendens,,Calopteryx,,splendens,,species,,B1320:1,accepted,,,,,,,,,,,Calopteryx,,,Calopteryx splendens,Q2M4,7412043,Q2M4,7412043
B1320:1:3,Lestes sponsa,,Lestes,,sponsa,,species,,B1320:1,accepted,,,,,,,,,,,Lestes,,,Lestes sponsa,7233R,1424038,7233R,1424038
B1320:1:4,Lestes dryas,,Lestes,,dryas,,species,,B1320:1,accepted,,,,,,,,,,,Lestes,,,Lestes dryas,6PQS9,1424045,6PQS9,1424045
B1320:1:5,Platycnemis pennipes,,Platycnemis,,pennipes,,species,,B1320:1,accepted,,,,,,,,,,,Platycnemis,,,Platycnemis pennipes,4JPVZ,1423859,4JPVZ,1423859
B1320:1:6,Nehalennia speciosa,,Nehalennia,,speciosa,,species,,B1320:1,accepted,,,,,,,,,,,Nehalennia,,,Nehalennia speciosa,464VL,1423114,464VL,1423114
B1320:1:7,Pyrrhosoma nymphula,,Pyrrhosoma,,nymphula,,species,,B1320:1,accepted,,,,,,,,,,,Pyrrhosoma,,,Pyrrhosoma nymphula,4QVYL,1423540,4QVYL,1423540
B1320:1:8,Erythromma najas,,Erythromma,,najas,,species,,B1320:1,accepted,,,,,,,,,,,Erythromma,,,Erythromma najas,6GS2M,1423018,6GS2M,1423018
B1320:1:9,Ischnura elegans,,Ischnura,,elegans,,species,,B1320:1,accepted,,,,,,,,,,,Ischnura,,,Ischnura elegans,6N9HG,1423395,6N9HG,1423395
B1320:1:10,Ischnura pumilio,,Ischnura,,pumilio,,species,,B1320:1,accepted,,,,,,,,,,,Ischnura,,,Ischnura pumilio,3Q6GD,1423317,3Q6GD,1423317
B1320:1:11,Enallagma cyathigerum,,Enallagma,,cyathigerum,,species,,B1320:1,accepted,,,,,,,,,,,Enallagma,,,Enallagma cyathigerum,39M5B,5051273,39M5B,5051273
B1320:1:12,Coenagrion hastulatum,,Coenagrion,,hastulatum,,species,,B1320:1,accepted,,,,,,,,,,,Coenagrion,,,Coenagrion hastulatum,WTX5,1422001,WTX5,1422001
B1320:1:13,Coenagrion lunulatum,,Coenagrion,,lunulatum,,species,,B1320:1,accepted,,,,,,,,,,,Coenagrion,,,Coenagrion lunulatum,WTXK,1422025,WTXK,1422025
B1320:1:14,Coenagrion armatum,,Coenagrion,,armatum,,species,,B1320:1,accepted,,,,,,,,,,,Coenagrion,,,Coenagrion armatum,WTWG,1422008,WTWG,1422008
B1320:1:15,Coenagrion puella,,Coenagrion,,puella,,species,,B1320:1,accepted,,,,,,,,,,,Coenagrion,,,Coenagrion puella,WTXY,1421964,WTXY,1421964
B1320:1:16,Coenagrion pulchellum,,Coenagrion,,pulchellum,,species,,B1320:1,accepted,,,,,,,,,,,Coenagrion,,,Coenagrion pulchellum,WTXZ,1421980,WTXZ,1421980
B1320:1:17,Coenagrion johanssoni,,Coenagrion,,johanssoni,,species,,B1320:1,accepted,,,,,,,,,,,Coenagrion,,,Coenagrion johanssoni,5ZJQQ,1421974,5ZJQQ,1421974
B1320:1:18,Aeshna cyanea,,Aeshna,,cyanea,,species,,B1320:1,accepted,,,,,,,,,,,Aeshna,,,Aeshna cyanea,65BN5,1425240,65BN5,1425240
B1320:1:19,Aeshna viridis,,Aeshna,,viridis,,species,,B1320:1,accepted,,,,,,,,,,,Aeshna,,,Aeshna viridis,65BQJ,1425187,65BQJ,1425187
B1320:1:20,Aeshna isosceles,,Aeshna,,isosceles,,species,,B1320:1,accepted,,,,,,,,,,,Aeshna,,,Aeshna isosceles,,4513950,,4513950
B1320:1:21,Aeshna grandis,,Aeshna,,grandis,,species,,B1320:1,accepted,,,,,,,,,,,Aeshna,,,Aeshna grandis,65BN7,1425264,65BN7,1425264
B1320:1:22,Aeshna juncea,,Aeshna,,juncea,,species,,B1320:1,accepted,,,,,,,,,,,Aeshna,,,Aeshna juncea,65BNR,1425221,65BNR,1425221
B1320:1:23,Aeshna subarctica,,Aeshna,,subarctica,,species,,B1320:1,accepted,,,,,,,,,,,Aeshna,,,Aeshna subarctica,65BQH,1425166,65BQH,1425166
B1320:1:24,Aeshna serrata,,Aeshna,,serrata,,species,,B1320:1,accepted,,,,,,,,,,,Aeshna,,,Aeshna serrata,65C2B,1425194,65C2B,1425194
B1320:1:25,Aeshna mixta,,Aeshna,,mixta,,species,,B1320:1,accepted,,,,,,,,,,,Aeshna,,,Aeshna mixta,65BPG,1425177,65BPG,1425177
B1320:1:26,Aeshna caerulea,,Aeshna,,caerulea,,species,,B1320:1,accepted,,,,,,,,,,,Aeshna,,,Aeshna caerulea,65BML,1425216,65BML,1425216
B1320:1:27,Brachytron pratense,,Brachytron,,pratense,,species,,B1320:1,accepted,,,,,,,,,,,Brachytron,,,Brachytron pratense,N36T,1425146,N36T,1425146
B1320:1:28,Anax imperator,,Anax,,imperator,,species,,B1320:1,accepted,,,,,,,,,,,Anax,,,Anax imperator,DJX8,5051775,DJX8,5051775
B1320:1:29,Hemianax ephippiger,,Hemianax,,ephippiger,,species,,B1320:1,accepted,,,,,,,,,,,Hemianax,,,Hemianax ephippiger,,1425042,,1425042
B1320:1:30,Gomphus vulgatissimus,,Gomphus,,vulgatissimus,,species,,B1320:1,accepted,,,,,,,,,,,Gomphus,,,Gomphus vulgatissimus,3GTSK,5051951,3GTSK,5051951
