scientificNameID,scientificName,scientificNameAuthorship,genericName,intragenericEpithet,specificEpithet,intraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,verbatimIdentification,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B325:1:1,Potentilla sterilis,,Potentilla,,sterilis,,species,,B325:1,accepted,,,,,,,,,,,Potentilla,,,Potentilla sterilis,4M643,5366922,4M643,5366922
B325:1:2,Potentilla anglica,,Potentilla,,anglica,,species,,B325:1,accepted,,,,,,,,,,,Potentilla,,,Potentilla anglica,4M4Y8,5365283,4M4Y8,5365283
B325:1:3,Potentilla supina,,Potentilla,,supina,,species,,B325:1,accepted,,,,,,,,,,,Potentilla,,,Potentilla supina,4M65H,5366090,4M65H,5366090
B325:1:4,Potentilla intermedia,,Potentilla,,intermedia,,species,,B325:1,accepted,,,,,,,,,,,Potentilla,,,Potentilla intermedia,4M5H5,8240256,4M5H5,8240256
B325:1:5,Potentilla norvegica,,Potentilla,,norvegica,,species,,B325:1,accepted,,,,,,,,,,,Potentilla,,,Potentilla norvegica,77VB3,7899746,77VB3,7899746
B325:1:6,Potentilla recta,,Potentilla,,recta,,species,,B325:1,accepted,,,,,,,,,,,Potentilla,,,Potentilla recta,4M5WP,7931021,4M5WP,7931021
B325:1:7,Potentilla indica,,Potentilla,,indica,,species,,B325:1,accepted,,,,,,,,,,,Potentilla,,,Potentilla indica,4M5GT,5365717,4M5GT,5365717
B325:1:8,Potentilla erecta,,Potentilla,,erecta,,species,,B325:1,accepted,,,,,,,,,,,Potentilla,,,Potentilla erecta,6VVPW,5365576,6VVPW,5365576
B325:1:9,Potentilla reptans,,Potentilla,,reptans,,species,,B325:1,accepted,,,,,,,,,,,Potentilla,,,Potentilla reptans,4M5X2,5367273,4M5X2,5367273
B325:1:10,Potentilla argentea,,Potentilla,,argentea,,species,,B325:1,accepted,,,,,,,,,,,Potentilla,,,Potentilla argentea,4M4YZ,8204603,4M4YZ,8204603
B325:1:11,Potentilla tabernaemontani,,Potentilla,,tabernaemontani,,species,,B325:1,accepted,,,,,,,,,,,Potentilla,,,Potentilla tabernaemontani,4M65P,7887227,6W7CR,7887227
B325:1:12,Potentilla anserina,,Potentilla,,anserina,,species,,B325:1,accepted,,,,,,,,,,,Potentilla,,,Potentilla anserina,4M4YF,8124466,7JBXW,8124466
